"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
4.830664323E0,-1.099500060E-1,1.980000138E-1,9.919950485E0,9.922535494E0
4.835667015E0,-1.140000075E-1,2.170500159E-1,9.907950401E0,9.910983194E0
4.840670117E0,-1.099500060E-1,2.050500065E-1,9.940950394E0,9.943672824E0
4.845672886E0,-1.309500039E-1,2.130000144E-1,9.936000824E0,9.939146306E0
4.850675732E0,-1.140000075E-1,2.220000178E-1,9.901050568E0,9.904195190E0
4.855679030E0,-9.795000404E-2,2.149500102E-1,9.919950485E0,9.922762485E0
4.860682415E0,-1.140000075E-1,2.250000089E-1,9.915000916E0,9.918208717E0
4.865685814E0,-1.410000026E-1,2.200500071E-1,9.927000046E0,9.930439714E0
4.870688891E0,-1.120500043E-1,2.269500047E-1,9.928950310E0,9.932175782E0
4.875691655E0,-1.050000042E-1,2.130000144E-1,9.916950226E0,9.919793132E0
4.880694501E0,-1.309500039E-1,2.250000089E-1,9.922050476E0,9.925465156E0
4.885697266E0,-1.050000042E-1,2.389500141E-1,9.928950310E0,9.932380196E0
4.890700266E0,-9.300000221E-2,2.130000144E-1,9.912000656E0,9.914725161E0
4.895703049E0,-9.795000404E-2,2.149500102E-1,9.903000832E0,9.905817643E0
4.900705280E0,-1.000500023E-1,2.370000184E-1,9.928950310E0,9.932282379E0
4.905708285E0,-9.795000404E-2,2.269500047E-1,9.924000740E0,9.927078684E0
4.910710823E0,-1.099500060E-1,2.010000050E-1,9.886050224E0,9.888704619E0
4.915713511E0,-1.360500008E-1,2.149500102E-1,9.927000046E0,9.930258960E0
4.920715972E0,-1.189500093E-1,2.200500071E-1,9.931950569E0,9.935100061E0
4.925718741E0,-1.020000055E-1,2.200500071E-1,9.922050476E0,9.925014441E0
4.930721203E0,-1.020000055E-1,2.440500110E-1,9.922050476E0,9.925575553E0
4.935724044E0,-1.360500008E-1,2.370000184E-1,9.915000916E0,9.918766141E0
4.940726736E0,-1.069500074E-1,2.149500102E-1,9.916950226E0,9.919856027E0
4.945729198E0,-1.120500043E-1,2.200500071E-1,9.927000046E0,9.930070852E0
4.950731659E0,-9.300000221E-2,2.100000083E-1,9.924000740E0,9.926658032E0
4.955734429E0,-1.189500093E-1,2.389500141E-1,9.939000130E0,9.942583658E0
4.960736660E0,-1.140000075E-1,2.269500047E-1,9.934050560E0,9.937296556E0
4.965739126E0,-1.099500060E-1,2.440500110E-1,9.901050568E0,9.904668180E0
4.970741588E0,-1.050000042E-1,2.200500071E-1,9.916950226E0,9.919947015E0
4.975744304E0,-9.795000404E-2,2.029500157E-1,9.951000214E0,9.953551535E0
4.980746765E0,-1.170000061E-1,2.200500071E-1,9.940950394E0,9.944073900E0
4.985749319E0,-1.189500093E-1,2.290500104E-1,9.928950310E0,9.932304227E0
4.990752088E0,-1.260000020E-1,2.269500047E-1,9.928950310E0,9.932342954E0
4.995754550E0,-1.290000081E-1,2.220000178E-1,9.915000916E0,9.918324867E0
5.000757347E0,-1.050000042E-1,2.220000178E-1,9.886050224E0,9.889099961E0
5.005760347E0,-9.795000404E-2,2.200500071E-1,9.919950485E0,9.922874273E0
5.010763424E0,-1.170000061E-1,2.130000144E-1,9.928950310E0,9.931923895E0
5.015766198E0,-9.300000221E-2,2.080500126E-1,9.915000916E0,9.917619521E0
5.020768967E0,-1.189500093E-1,2.200500071E-1,9.915000916E0,9.918155790E0
5.025771809E0,-9.795000404E-2,2.250000089E-1,9.924000740E0,9.927034295E0
5.030774578E0,-1.170000061E-1,2.410500050E-1,9.948000908E0,9.951608723E0
5.035777574E0,-1.339500099E-1,2.440500110E-1,9.934050560E0,9.937950671E0
5.040780035E0,-1.309500039E-1,2.460000068E-1,9.922050476E0,9.925963407E0
5.045782809E0,-9.300000221E-2,2.290500104E-1,9.922050476E0,9.925129649E0
5.050785886E0,-9.795000404E-2,2.220000178E-1,9.934050560E0,9.937013572E0
5.055789039E0,-1.219500080E-1,2.100000083E-1,9.928950310E0,9.931919556E0
5.060792025E0,-1.170000061E-1,2.269500047E-1,9.915000916E0,9.918288081E0
5.065794872E0,-1.050000042E-1,2.149500102E-1,9.895950317E0,9.898841407E0
5.070797564E0,-1.000500023E-1,2.220000178E-1,9.936000824E0,9.938984173E0
5.075800424E0,-1.069500074E-1,2.440500110E-1,9.946050644E0,9.949619195E0
5.080803193E0,-1.099500060E-1,2.290500104E-1,9.928950310E0,9.932200520E0
5.085805646E0,-1.240500063E-1,2.340000123E-1,9.928950310E0,9.932481999E0
5.090808107E0,-9.300000221E-2,2.530499995E-1,9.948000908E0,9.951653399E0
5.095810573E0,-1.099500060E-1,2.100000083E-1,9.915000916E0,9.917834046E0
5.100813035E0,-1.189500093E-1,2.170500159E-1,9.910050392E0,9.913140703E0
5.105815511E0,-1.099500060E-1,2.130000144E-1,9.927000046E0,9.929893651E0
5.110818203E0,-1.069500074E-1,2.320500165E-1,9.928950310E0,9.932237400E0
5.115821050E0,-1.020000055E-1,2.250000089E-1,9.924000740E0,9.927075083E0
5.120823819E0,-1.240500063E-1,2.170500159E-1,9.934050560E0,9.937195763E0
5.125826588E0,-1.189500093E-1,2.320500165E-1,9.928950310E0,9.932373864E0
5.130829386E0,-1.219500080E-1,2.220000178E-1,9.912000656E0,9.915236398E0
5.135832156E0,-8.805000782E-2,2.130000144E-1,9.940950394E0,9.943621902E0
5.140835222E0,-9.300000221E-2,2.130000144E-1,9.919950485E0,9.922672807E0
5.145837992E0,-1.309500039E-1,2.149500102E-1,9.903000832E0,9.906198912E0
5.150840761E0,-1.020000055E-1,2.170500159E-1,9.922050476E0,9.924948381E0
5.155843530E0,-8.805000782E-2,2.250000089E-1,9.891000748E0,9.893951364E0
5.160846530E0,-1.219500080E-1,2.320500165E-1,9.924000740E0,9.927462400E0
5.165849069E0,-9.795000404E-2,2.290500104E-1,9.928950310E0,9.932074927E0
5.170852050E0,-1.140000075E-1,2.370000184E-1,9.915000916E0,9.918488200E0
5.175854896E0,-1.219500080E-1,2.220000178E-1,9.904950142E0,9.908188186E0
5.180857660E0,-1.020000055E-1,2.460000068E-1,9.912000656E0,9.915577493E0
5.185860660E0,-1.000500023E-1,2.580000162E-1,9.916950226E0,9.920810239E0
5.190863814E0,-1.120500043E-1,2.080500126E-1,9.928950310E0,9.931761891E0
5.195866554E0,-1.309500039E-1,2.200500071E-1,9.910050392E0,9.913358093E0
5.200869554E0,-1.000500023E-1,2.250000089E-1,9.922050476E0,9.925105574E0
5.205872631E0,-1.360500008E-1,2.170500159E-1,9.922050476E0,9.925356717E0
5.210875708E0,-1.240500063E-1,2.410500050E-1,9.916950226E0,9.920654983E0
5.215878785E0,-8.805000782E-2,2.149500102E-1,9.922050476E0,9.924769114E0
5.220881650E0,-8.295000345E-2,2.269500047E-1,9.927000046E0,9.929940429E0
5.225884650E0,-9.795000404E-2,2.320500165E-1,9.934050560E0,9.937243176E0
5.230887804E0,-8.595000207E-2,2.269500047E-1,9.934050560E0,9.937014352E0
5.235890809E0,-1.140000075E-1,2.290500104E-1,9.910050392E0,9.913352545E0
5.240893655E0,-1.069500074E-1,2.149500102E-1,9.916950226E0,9.919856027E0
5.245896640E0,-1.240500063E-1,2.149500102E-1,9.939000130E0,9.942098143E0
5.250899410E0,-1.099500060E-1,2.340000123E-1,9.919950485E0,9.923319134E0
5.255902256E0,-1.099500060E-1,2.200500071E-1,9.903000832E0,9.906055546E0
5.260905025E0,-1.020000055E-1,2.200500071E-1,9.916950226E0,9.919915715E0
5.265907717E0,-1.219500080E-1,2.200500071E-1,9.939000130E0,9.942183733E0
5.270910563E0,-1.050000042E-1,2.100000083E-1,9.939000130E0,9.941772909E0
5.275913563E0,-1.069500074E-1,2.100000083E-1,9.919950485E0,9.922749414E0
5.280916410E0,-9.795000404E-2,2.320500165E-1,9.901050568E0,9.904253821E0
5.285918871E0,-1.189500093E-1,2.370000184E-1,9.907950401E0,9.911498336E0
5.290921866E0,-1.309500039E-1,2.130000144E-1,9.895950317E0,9.899108525E0
5.295924328E0,-1.240500063E-1,2.320500165E-1,9.919950485E0,9.923439587E0
5.300927092E0,-1.189500093E-1,2.220000178E-1,9.922050476E0,9.925246534E0
5.305929553E0,-1.069500074E-1,2.389500141E-1,9.916950226E0,9.920405092E0
5.310932400E0,-1.020000055E-1,2.250000089E-1,9.946050644E0,9.949118173E0
5.315935160E0,-1.140000075E-1,2.389500141E-1,9.919950485E0,9.923482793E0
5.320937929E0,-1.140000075E-1,2.389500141E-1,9.928950310E0,9.932479417E0
5.325940929E0,-1.339500099E-1,2.149500102E-1,9.955950737E0,9.959171712E0
5.330943160E0,-1.240500063E-1,2.130000144E-1,9.927000046E0,9.930059784E0
5.335945852E0,-1.170000061E-1,2.250000089E-1,9.895950317E0,9.899199295E0
5.340948381E0,-1.050000042E-1,2.170500159E-1,9.910050392E0,9.912983127E0
5.345951381E0,-1.219500080E-1,2.100000083E-1,9.940950394E0,9.943916056E0
5.350954150E0,-1.290000081E-1,2.130000144E-1,9.948000908E0,9.951117127E0
5.355956678E0,-1.000500023E-1,2.410500050E-1,9.910050392E0,9.913486465E0
5.360959755E0,-1.050000042E-1,2.250000089E-1,9.912000656E0,9.915110035E0
5.365962832E0,-1.050000042E-1,2.029500157E-1,9.915000916E0,9.917633632E0
5.370965516E0,-1.260000020E-1,2.220000178E-1,9.919950485E0,9.923234233E0
5.375968285E0,-1.339500099E-1,2.220000178E-1,9.922050476E0,9.925437636E0
5.380971371E0,-1.020000055E-1,1.960500032E-1,9.940950394E0,9.943406576E0
5.385974525E0,-1.099500060E-1,2.320500165E-1,9.940950394E0,9.944266235E0
5.390977602E0,-1.290000081E-1,2.410500050E-1,9.922050476E0,9.925816428E0
5.395980367E0,-1.140000075E-1,2.340000123E-1,9.912000656E0,9.915417743E0
5.400983136E0,-1.020000055E-1,2.340000123E-1,9.936000824E0,9.939279269E0
5.405985905E0,-1.120500043E-1,2.220000178E-1,9.948000908E0,9.951108545E0
5.410989304E0,-1.099500060E-1,2.170500159E-1,9.910050392E0,9.913036794E0
5.415992381E0,-1.099500060E-1,2.149500102E-1,9.907950401E0,9.910891669E0
5.420995981E0,-1.140000075E-1,2.200500071E-1,9.916950226E0,9.920046360E0
5.425999366E0,-1.170000061E-1,2.320500165E-1,9.934050560E0,9.937449207E0
5.431003058E0,-1.189500093E-1,2.250000089E-1,9.895950317E0,9.899222535E0
5.436006207E0,-1.050000042E-1,2.200500071E-1,9.922050476E0,9.925045726E0
5.441009284E0,-1.020000055E-1,2.269500047E-1,9.915000916E0,9.918122477E0
5.446012577E0,-1.099500060E-1,2.250000089E-1,9.922050476E0,9.925210308E0
5.451015961E0,-9.495000541E-2,2.200500071E-1,9.928950310E0,9.931842315E0
5.456019038E0,-1.170000061E-1,2.149500102E-1,9.934050560E0,9.937064609E0
5.461022130E0,-1.360500008E-1,2.340000123E-1,9.927000046E0,9.930689579E0
5.466025823E0,-1.260000020E-1,2.290500104E-1,9.907950401E0,9.911398542E0
5.471029207E0,-1.099500060E-1,2.130000144E-1,9.915000916E0,9.917898022E0
5.476032375E0,-1.069500074E-1,2.130000144E-1,9.922050476E0,9.924912743E0
5.481035452E0,-1.069500074E-1,2.290500104E-1,9.922050476E0,9.925270166E0
5.486038837E0,-1.219500080E-1,2.010000050E-1,9.934050560E0,9.936832158E0
5.491041900E0,-1.000500023E-1,2.200500071E-1,9.915000916E0,9.917947124E0
5.496045284E0,-1.260000020E-1,2.200500071E-1,9.927000046E0,9.930238059E0
5.501048601E0,-1.020000055E-1,2.460000068E-1,9.928950310E0,9.932521042E0
5.506051755E0,-1.020000055E-1,2.220000178E-1,9.912000656E0,9.915011095E0
5.511054447E0,-1.339500099E-1,2.290500104E-1,9.934050560E0,9.937593624E0
5.516057620E0,-1.189500093E-1,2.340000123E-1,9.928950310E0,9.932419613E0
5.521061005E0,-1.120500043E-1,2.340000123E-1,9.924000740E0,9.927391495E0
5.526064081E0,-1.189500093E-1,2.130000144E-1,9.901050568E0,9.904055758E0
5.531066871E0,-1.099500060E-1,2.100000083E-1,9.903000832E0,9.905837394E0
5.536069871E0,-1.000500023E-1,2.130000144E-1,9.940950394E0,9.943735402E0
5.541072717E0,-1.069500074E-1,2.530499995E-1,9.916950226E0,9.920754729E0
5.546075486E0,-1.290000081E-1,2.200500071E-1,9.904950142E0,9.908233966E0
5.551078255E0,-1.069500074E-1,2.220000178E-1,9.922050476E0,9.925109972E0
5.556081010E0,-9.495000541E-2,2.080500126E-1,9.916950226E0,9.919586790E0
5.561084010E0,-1.099500060E-1,2.149500102E-1,9.951000214E0,9.953928760E0
5.566087087E0,-1.069500074E-1,2.170500159E-1,9.922050476E0,9.925000487E0
5.571090183E0,-1.189500093E-1,2.320500165E-1,9.922050476E0,9.925476410E0
5.576093567E0,-1.240500063E-1,2.370000184E-1,9.891000748E0,9.894617385E0
5.581096659E0,-1.290000081E-1,1.980000138E-1,9.928950310E0,9.931762143E0
5.586099736E0,-1.170000061E-1,2.050500065E-1,9.943950653E0,9.946752691E0
5.591102890E0,-1.099500060E-1,2.410500050E-1,9.919950485E0,9.923487882E0
5.596105967E0,-1.189500093E-1,2.250000089E-1,9.931950569E0,9.935210930E0
5.601109044E0,-1.069500074E-1,2.170500159E-1,9.904950142E0,9.907905244E0
5.606112044E0,-1.219500080E-1,2.130000144E-1,9.927000046E0,9.930033772E0
5.611114875E0,-1.189500093E-1,2.200500071E-1,9.940950394E0,9.944097035E0
5.616117875E0,-1.170000061E-1,2.370000184E-1,9.922050476E0,9.925570193E0
5.621121246E0,-1.260000020E-1,2.250000089E-1,9.910050392E0,9.913405055E0
5.626124015E0,-1.140000075E-1,2.560500205E-1,9.936000824E0,9.939953219E0
5.631126861E0,-9.495000541E-2,2.340000123E-1,9.928950310E0,9.932161183E0
5.636130481E0,-1.050000042E-1,2.100000083E-1,9.924000740E0,9.926777709E0
5.641133866E0,-9.300000221E-2,2.200500071E-1,9.903000832E0,9.905881913E0
5.646136933E0,-1.189500093E-1,2.050500065E-1,9.922050476E0,9.924881876E0
5.651140010E0,-1.189500093E-1,2.410500050E-1,9.919950485E0,9.923591680E0
5.656142779E0,-1.020000055E-1,2.370000184E-1,9.916950226E0,9.920306184E0
5.661145543E0,-1.140000075E-1,2.220000178E-1,9.931950569E0,9.935085411E0
5.666148697E0,-9.795000404E-2,2.250000089E-1,9.916950226E0,9.919985937E0
5.671152001E0,-1.260000020E-1,2.080500126E-1,9.907950401E0,9.910935474E0
5.676155078E0,-1.309500039E-1,2.149500102E-1,9.910050392E0,9.913246198E0
5.681157924E0,-1.429500133E-1,2.290500104E-1,9.936000824E0,9.939668555E0
5.686161309E0,-1.140000075E-1,2.340000123E-1,9.907950401E0,9.911368884E0
5.691164616E0,-1.140000075E-1,2.029500157E-1,9.922050476E0,9.924780620E0
5.696168005E0,-1.069500074E-1,2.269500047E-1,9.919950485E0,9.923122605E0
5.701170851E0,-1.099500060E-1,2.290500104E-1,9.927000046E0,9.930250894E0
5.706173851E0,-1.069500074E-1,2.290500104E-1,9.919950485E0,9.923170856E0
5.711176313E0,-1.170000061E-1,2.149500102E-1,9.924000740E0,9.927017840E0
5.716179082E0,-9.795000404E-2,2.389500141E-1,9.934050560E0,9.937406696E0
5.721181607E0,-1.020000055E-1,2.200500071E-1,9.948000908E0,9.950957143E0
5.726184069E0,-1.140000075E-1,2.149500102E-1,9.922050476E0,9.925033257E0
5.731186761E0,-1.020000055E-1,2.050500065E-1,9.922050476E0,9.924693202E0
5.736189506E0,-1.140000075E-1,2.389500141E-1,9.901050568E0,9.904589616E0
5.741191967E0,-1.189500093E-1,2.410500050E-1,9.891000748E0,9.894652596E0
5.746194429E0,-1.189500093E-1,2.290500104E-1,9.898050308E0,9.901414693E0
5.751196895E0,-1.140000075E-1,2.130000144E-1,9.916950226E0,9.919892479E0
5.756199664E0,-1.219500080E-1,2.200500071E-1,9.934050560E0,9.937235749E0
5.761202429E0,-1.000500023E-1,2.170500159E-1,9.910050392E0,9.912931932E0
5.766205275E0,-1.360500008E-1,2.220000178E-1,9.912000656E0,9.915419841E0
5.771208275E0,-1.240500063E-1,2.320500165E-1,9.924000740E0,9.927488419E0
5.776211117E0,-9.795000404E-2,2.290500104E-1,9.951000214E0,9.954117910E0
5.781213886E0,-1.240500063E-1,2.410500050E-1,9.940950394E0,9.944646210E0
5.786216655E0,-1.120500043E-1,2.340000123E-1,9.922050476E0,9.925441897E0
5.791219640E0,-8.595000207E-2,2.410500050E-1,9.924000740E0,9.927299895E0
5.796222487E0,-1.099500060E-1,2.320500165E-1,9.912000656E0,9.915326178E0
5.801225574E0,-1.120500043E-1,2.370000184E-1,9.895950317E0,9.899422049E0
5.806228651E0,-1.189500093E-1,2.170500159E-1,9.903000832E0,9.906093341E0
5.811231112E0,-9.495000541E-2,2.130000144E-1,9.904950142E0,9.907695081E0
5.816234145E0,-1.020000055E-1,2.100000083E-1,9.915000916E0,9.917749097E0
5.821237222E0,-1.050000042E-1,2.320500165E-1,9.927000046E0,9.930266971E0
5.826240376E0,-1.189500093E-1,2.320500165E-1,9.916950226E0,9.920377921E0
5.831243381E0,-1.000500023E-1,2.290500104E-1,9.919950485E0,9.923098888E0
5.836246458E0,-1.219500080E-1,2.440500110E-1,9.919950485E0,9.923701418E0
5.841249237E0,-1.240500063E-1,2.269500047E-1,9.891000748E0,9.894381764E0
5.846251776E0,-1.170000061E-1,2.200500071E-1,9.901050568E0,9.904186658E0
5.851254468E0,-1.140000075E-1,2.629500031E-1,9.922050476E0,9.926188813E0
5.856257294E0,-1.050000042E-1,2.220000178E-1,9.940950394E0,9.943983293E0
5.861259986E0,-1.219500080E-1,2.080500126E-1,9.903000832E0,9.905936709E0
5.866262525E0,-9.795000404E-2,2.170500159E-1,9.919950485E0,9.922808198E0
5.871265545E0,-1.050000042E-1,2.320500165E-1,9.940950394E0,9.944212736E0
5.876268622E0,-1.140000075E-1,2.320500165E-1,9.907950401E0,9.911323038E0
5.881271477E0,-1.050000042E-1,2.050500065E-1,9.948000908E0,9.950667946E0
5.886274785E0,-9.795000404E-2,2.250000089E-1,9.943950653E0,9.946978124E0
5.891277554E0,-1.099500060E-1,2.410500050E-1,9.928950310E0,9.932484501E0
5.896280636E0,-9.300000221E-2,2.200500071E-1,9.940950394E0,9.943820480E0
5.901282867E0,-1.140000075E-1,2.340000123E-1,9.939000130E0,9.942407937E0
5.906285251E0,-1.260000020E-1,2.029500157E-1,9.934050560E0,9.936922322E0
5.911287713E0,-9.795000404E-2,2.170500159E-1,9.931950569E0,9.934804831E0
5.916289944E0,-1.260000020E-1,2.370000184E-1,9.912000656E0,9.915634222E0
5.921292414E0,-1.360500008E-1,2.320500165E-1,9.931950569E0,9.935592530E0
5.926295183E0,-1.099500060E-1,2.200500071E-1,9.915000916E0,9.918051934E0
5.931297645E0,-1.219500080E-1,2.290500104E-1,9.919950485E0,9.923343859E0
5.936300106E0,-1.140000075E-1,2.100000083E-1,9.940950394E0,9.943821737E0
5.941302799E0,-1.099500060E-1,2.370000184E-1,9.919950485E0,9.923390330E0
5.946305030E0,-1.219500080E-1,2.269500047E-1,9.912000656E0,9.915348462E0
5.951307800E0,-1.380000114E-1,2.149500102E-1,9.919950485E0,9.923238642E0
5.956310492E0,-9.495000541E-2,2.290500104E-1,9.931950569E0,9.935045119E0
5.961313026E0,-1.240500063E-1,2.170500159E-1,9.943950653E0,9.947092726E0
5.966315487E0,-1.290000081E-1,2.200500071E-1,9.904950142E0,9.908233966E0
5.971318487E0,-1.189500093E-1,2.170500159E-1,9.915000916E0,9.918089683E0
5.976321568E0,-9.495000541E-2,2.170500159E-1,9.922050476E0,9.924878431E0
5.981324414E0,-1.189500093E-1,2.290500104E-1,9.916950226E0,9.920308201E0
5.986327414E0,-1.459500045E-1,2.320500165E-1,9.916950226E0,9.920738400E0
5.991330265E0,-1.410000026E-1,2.320500165E-1,9.919950485E0,9.923665948E0
5.996333035E0,-1.170000061E-1,2.269500047E-1,9.922050476E0,9.925335307E0
6.001335487E0,-9.495000541E-2,2.250000089E-1,9.915000916E0,9.918008049E0
6.006338180E0,-1.240500063E-1,2.220000178E-1,9.922050476E0,9.925308966E0
6.011340718E0,-1.189500093E-1,2.490000129E-1,9.931950569E0,9.935783423E0
6.016343395E0,-1.219500080E-1,2.170500159E-1,9.915000916E0,9.918126117E0
6.021346165E0,-1.099500060E-1,1.980000138E-1,9.924000740E0,9.926584695E0
6.026348395E0,-9.495000541E-2,2.100000083E-1,9.931950569E0,9.934624181E0
6.031350770E0,-1.170000061E-1,2.170500159E-1,9.915000916E0,9.918066488E0
6.036352924E0,-8.100000024E-2,2.200500071E-1,9.922050476E0,9.924820837E0
6.041355385E0,-1.020000055E-1,2.100000083E-1,9.955950737E0,9.958687618E0
6.046357847E0,-9.495000541E-2,2.080500126E-1,9.951000214E0,9.953627759E0
6.051360308E0,-1.140000075E-1,2.290500104E-1,9.916950226E0,9.920250082E0
6.056362761E0,-9.795000404E-2,2.130000144E-1,9.919950485E0,9.922720435E0
6.061364684E0,-1.020000055E-1,2.029500157E-1,9.928950310E0,9.931548065E0
6.066366761E0,-9.495000541E-2,2.130000144E-1,9.931950569E0,9.934688048E0
6.071368928E0,-1.120500043E-1,2.080500126E-1,9.919950485E0,9.922764617E0
6.076371389E0,-1.020000055E-1,2.290500104E-1,9.931950569E0,9.935114998E0
6.081373309E0,-1.219500080E-1,2.290500104E-1,9.924000740E0,9.927392729E0
6.086375693E0,-1.069500074E-1,2.170500159E-1,9.907950401E0,9.910904609E0
6.091377924E0,-1.069500074E-1,2.410500050E-1,9.910050392E0,9.913558503E0
6.096380612E0,-9.795000404E-2,2.509500086E-1,9.919950485E0,9.923607597E0
6.101382766E0,-1.260000020E-1,2.149500102E-1,9.928950310E0,9.932076005E0
6.106385305E0,-1.189500093E-1,2.170500159E-1,9.934050560E0,9.937133407E0
6.111387774E0,-1.020000055E-1,2.250000089E-1,9.916950226E0,9.920026753E0
6.116390159E0,-1.120500043E-1,2.410500050E-1,9.927000046E0,9.930558404E0
6.121392400E0,-1.260000020E-1,2.170500159E-1,9.922050476E0,9.925224046E0
6.126395092E0,-1.290000081E-1,2.290500104E-1,9.919950485E0,9.923433002E0
6.131397861E0,-1.339500099E-1,2.440500110E-1,9.928950310E0,9.932852423E0
6.136400097E0,-1.140000075E-1,2.149500102E-1,9.919950485E0,9.922933898E0
6.141402789E0,-1.099500060E-1,2.200500071E-1,9.922050476E0,9.925099327E0
6.146405558E0,-1.260000020E-1,2.200500071E-1,9.931950569E0,9.935186969E0
6.151408414E0,-1.120500043E-1,2.290500104E-1,9.931950569E0,9.935223260E0
6.156411414E0,-1.240500063E-1,2.250000089E-1,9.931950569E0,9.935273299E0
6.161414188E0,-9.300000221E-2,2.290500104E-1,9.904950142E0,9.908034630E0
6.166416726E0,-1.050000042E-1,2.170500159E-1,9.922050476E0,9.924979665E0
6.171419188E0,-1.339500099E-1,2.370000184E-1,9.934050560E0,9.937780041E0
6.176421578E0,-1.069500074E-1,2.370000184E-1,9.934050560E0,9.937452784E0
6.181423731E0,-1.189500093E-1,2.290500104E-1,9.916950226E0,9.920308201E0
6.186426193E0,-1.189500093E-1,2.320500165E-1,9.927000046E0,9.930424272E0
6.191429068E0,-9.105000645E-2,2.370000184E-1,9.910050392E0,9.913302068E0
6.196431837E0,-1.099500060E-1,2.200500071E-1,9.951000214E0,9.954040198E0
6.201434558E0,-1.120500043E-1,2.250000089E-1,9.924000740E0,9.927183432E0
6.206437327E0,-1.099500060E-1,2.340000123E-1,9.922050476E0,9.925418412E0
6.211439865E0,-1.170000061E-1,2.440500110E-1,9.915000916E0,9.918694096E0
6.216442294E0,-1.120500043E-1,2.250000089E-1,9.927000046E0,9.930181777E0
6.221444448E0,-9.300000221E-2,2.389500141E-1,9.946050644E0,9.949355231E0
6.226446371E0,-1.380000114E-1,2.340000123E-1,9.951000214E0,9.954707693E0
6.231448529E0,-1.290000081E-1,2.290500104E-1,9.939000130E0,9.942475974E0
6.236450683E0,-1.069500074E-1,2.220000178E-1,9.946050644E0,9.949102760E0
6.241453169E0,-8.100000024E-2,2.490000129E-1,9.924000740E0,9.927454492E0
6.246455323E0,-9.795000404E-2,2.250000089E-1,9.924000740E0,9.927034295E0
6.251457785E0,-1.069500074E-1,2.010000050E-1,9.934050560E0,9.936659390E0
6.256459645E0,-1.120500043E-1,2.130000144E-1,9.948000908E0,9.950911831E0
6.261461722E0,-1.290000081E-1,2.200500071E-1,9.915000916E0,9.918281412E0
6.266463645E0,-1.219500080E-1,2.200500071E-1,9.912000656E0,9.915192929E0
6.271466024E0,-9.795000404E-2,2.290500104E-1,9.931950569E0,9.935074243E0
6.276468486E0,-9.105000645E-2,2.269500047E-1,9.916950226E0,9.919964626E0
6.281471270E0,-9.300000221E-2,2.250000089E-1,9.915000916E0,9.917989572E0
6.286473809E0,-9.795000404E-2,2.100000083E-1,9.936000824E0,9.938702460E0
6.291476193E0,-1.140000075E-1,2.200500071E-1,9.919950485E0,9.923045683E0
6.296478409E0,-1.260000020E-1,2.080500126E-1,9.915000916E0,9.917983866E0
6.301480563E0,-1.120500043E-1,2.269500047E-1,9.931950569E0,9.935175067E0
6.306483025E0,-1.099500060E-1,2.269500047E-1,9.946050644E0,9.949247143E0
6.311486030E0,-1.140000075E-1,2.220000178E-1,9.943950653E0,9.947081713E0
6.316488491E0,-1.050000042E-1,2.149500102E-1,9.919950485E0,9.922834582E0
6.321491236E0,-1.069500074E-1,2.149500102E-1,9.927000046E0,9.929902906E0
6.326494006E0,-1.260000020E-1,2.029500157E-1,9.946050644E0,9.948918942E0
6.331496236E0,-1.120500043E-1,2.220000178E-1,9.904950142E0,9.908071282E0
6.336499226E0,-1.309500039E-1,2.370000184E-1,9.924000740E0,9.927693972E0
6.341501996E0,-1.140000075E-1,2.340000123E-1,9.939000130E0,9.942407937E0
6.346504765E0,-1.069500074E-1,2.080500126E-1,9.915000916E0,9.917760144E0
6.351507582E0,-1.140000075E-1,2.220000178E-1,9.928950310E0,9.932086098E0
6.356510967E0,-1.050000042E-1,2.410500050E-1,9.922050476E0,9.925533525E0
6.361513972E0,-1.240500063E-1,2.440500110E-1,9.927000046E0,9.930774326E0
6.366516818E0,-1.309500039E-1,2.100000083E-1,9.952950478E0,9.956026874E0
6.371519818E0,-1.050000042E-1,2.490000129E-1,9.922050476E0,9.925729780E0
6.376522909E0,-9.300000221E-2,2.320500165E-1,9.903000832E0,9.906155747E0
6.381525986E0,-1.260000020E-1,2.440500110E-1,9.912000656E0,9.915805233E0
6.386528524E0,-1.240500063E-1,2.130000144E-1,9.928950310E0,9.932009447E0
6.391531534E0,-1.069500074E-1,2.149500102E-1,9.922050476E0,9.924954784E0
6.396533765E0,-1.140000075E-1,1.909500062E-1,9.895950317E0,9.898448898E0
6.401536745E0,-1.309500039E-1,2.269500047E-1,9.927000046E0,9.930457397E0
6.406539591E0,-1.099500060E-1,2.389500141E-1,9.927000046E0,9.930484179E0
6.411542284E0,-1.309500039E-1,2.410500050E-1,9.940950394E0,9.944734674E0
6.416545039E0,-1.069500074E-1,2.460000068E-1,9.928950310E0,9.932573109E0
6.421548116E0,-1.219500080E-1,2.250000089E-1,9.940950394E0,9.944244141E0
6.426550885E0,-8.295000345E-2,2.410500050E-1,9.922050476E0,9.925324753E0
6.431553635E0,-8.295000345E-2,2.149500102E-1,9.928950310E0,9.931623154E0
6.436556097E0,-1.309500039E-1,2.050500065E-1,9.931950569E0,9.934930071E0
6.441558861E0,-1.099500060E-1,2.080500126E-1,9.931950569E0,9.934737838E0
6.446561707E0,-1.099500060E-1,2.320500165E-1,9.943950653E0,9.947265494E0
