"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.661712717E1,-1.140000075E-1,2.130000144E-1,9.924000740E0,9.926940903E0
1.662212995E1,-9.795000404E-2,2.370000184E-1,9.922050476E0,9.925363916E0
1.662713233E1,-1.219500080E-1,2.250000089E-1,9.943950653E0,9.947243407E0
1.663213448E1,-1.260000020E-1,2.250000089E-1,9.922050476E0,9.925401083E0
1.663713694E1,-1.290000081E-1,2.170500159E-1,9.912000656E0,9.915216020E0
1.664213887E1,-1.260000020E-1,2.050500065E-1,9.912000656E0,9.914922012E0
1.664714094E1,-1.260000020E-1,2.389500141E-1,9.940950394E0,9.944620045E0
1.665214340E1,-1.020000055E-1,2.490000129E-1,9.943950653E0,9.947590643E0
1.665714532E1,-1.309500039E-1,2.250000089E-1,9.943950653E0,9.947357815E0
1.666214709E1,-9.495000541E-2,2.290500104E-1,9.940950394E0,9.944042143E0
1.666714932E1,-9.300000221E-2,2.340000123E-1,9.922050476E0,9.925245118E0
1.667215170E1,-1.219500080E-1,2.370000184E-1,9.919950485E0,9.923530543E0
1.667715386E1,-1.309500039E-1,2.250000089E-1,9.922050476E0,9.925465156E0
1.668215606E1,-1.050000042E-1,2.200500071E-1,9.912000656E0,9.914998942E0
1.668715845E1,-1.309500039E-1,2.290500104E-1,9.946050644E0,9.949549498E0
1.669216102E1,-1.380000114E-1,2.410500050E-1,9.910050392E0,9.913942096E0
1.669716340E1,-1.290000081E-1,2.220000178E-1,9.895950317E0,9.899280665E0
1.670216586E1,-1.050000042E-1,2.130000144E-1,9.907950401E0,9.910795889E0
1.670716832E1,-1.120500043E-1,2.460000068E-1,9.940950394E0,9.944624977E0
1.671217086E1,-9.300000221E-2,2.250000089E-1,9.898050308E0,9.901044082E0
1.671717325E1,-1.140000075E-1,2.220000178E-1,9.910050392E0,9.913192159E0
1.672217576E1,-1.120500043E-1,2.170500159E-1,9.939000130E0,9.942001282E0
1.672717783E1,-1.189500093E-1,2.250000089E-1,9.919950485E0,9.923214788E0
1.673218006E1,-1.120500043E-1,2.220000178E-1,9.934050560E0,9.937162560E0
1.673718277E1,-9.795000404E-2,2.029500157E-1,9.922050476E0,9.924609240E0
1.674218530E1,-9.795000404E-2,2.290500104E-1,9.919950485E0,9.923077937E0
1.674718830E1,-1.099500060E-1,2.340000123E-1,9.924000740E0,9.927368015E0
1.675219078E1,-1.290000081E-1,2.250000089E-1,9.922050476E0,9.925439620E0
1.675719363E1,-1.140000075E-1,2.389500141E-1,9.891000748E0,9.894543390E0
1.676219578E1,-1.099500060E-1,2.269500047E-1,9.919950485E0,9.923155392E0
1.676719823E1,-8.805000782E-2,2.170500159E-1,9.927000046E0,9.929763009E0
1.677220030E1,-1.219500080E-1,2.130000144E-1,9.931950569E0,9.934982784E0
1.677720278E1,-1.410000026E-1,2.340000123E-1,9.915000916E0,9.918764044E0
1.678220532E1,-1.309500039E-1,2.370000184E-1,9.910050392E0,9.913748821E0
1.678720840E1,-1.240500063E-1,2.010000050E-1,9.922050476E0,9.924861463E0
1.679221080E1,-1.050000042E-1,2.130000144E-1,9.919950485E0,9.922792532E0
1.679721295E1,-1.140000075E-1,2.250000089E-1,9.934050560E0,9.937252212E0
1.680221518E1,-1.429500133E-1,2.250000089E-1,9.936000824E0,9.939576052E0
1.680721763E1,-1.480500102E-1,2.149500102E-1,9.928950310E0,9.932380206E0
1.681221978E1,-1.069500074E-1,2.100000083E-1,9.916950226E0,9.919750001E0
1.681722226E1,-1.219500080E-1,2.320500165E-1,9.919950485E0,9.923413558E0
1.682222472E1,-1.260000020E-1,2.170500159E-1,9.915000916E0,9.918176741E0
1.682722718E1,-1.339500099E-1,2.290500104E-1,9.940950394E0,9.944491000E0
1.683222989E1,-1.240500063E-1,2.290500104E-1,9.936000824E0,9.939414705E0
1.683723235E1,-1.170000061E-1,2.410500050E-1,9.919950485E0,9.923568498E0
1.684223513E1,-1.120500043E-1,2.370000184E-1,9.928950310E0,9.932410506E0
1.684723736E1,-1.170000061E-1,2.370000184E-1,9.931950569E0,9.935466779E0
1.685224006E1,-9.105000645E-2,2.100000083E-1,9.924000740E0,9.926639955E0
1.685724260E1,-1.140000075E-1,2.220000178E-1,9.915000916E0,9.918141114E0
1.686224467E1,-1.050000042E-1,2.320500165E-1,9.916950226E0,9.920220461E0
1.686724721E1,-1.069500074E-1,2.220000178E-1,9.901050568E0,9.904116551E0
1.687224993E1,-1.050000042E-1,2.250000089E-1,9.931950569E0,9.935053705E0
1.687725246E1,-1.050000042E-1,2.370000184E-1,9.943950653E0,9.947328717E0
1.688225522E1,-1.000500023E-1,2.010000050E-1,9.916950226E0,9.919491559E0
1.688725830E1,-1.309500039E-1,2.029500157E-1,9.903000832E0,9.905945794E0
1.689226075E1,-1.189500093E-1,2.250000089E-1,9.919950485E0,9.923214788E0
1.689726352E1,-1.309500039E-1,2.269500047E-1,9.939000130E0,9.942453308E0
1.690226598E1,-1.309500039E-1,2.320500165E-1,9.922050476E0,9.925627475E0
1.690726875E1,-1.050000042E-1,2.340000123E-1,9.927000046E0,9.930312730E0
1.691227121E1,-1.020000055E-1,2.010000050E-1,9.936000824E0,9.938557107E0
1.691727398E1,-1.240500063E-1,2.100000083E-1,9.910050392E0,9.913051356E0
1.692227675E1,-1.069500074E-1,2.340000123E-1,9.939000130E0,9.942329601E0
1.692727944E1,-1.219500080E-1,2.290500104E-1,9.931950569E0,9.935339844E0
1.693228198E1,-1.240500063E-1,2.200500071E-1,9.934050560E0,9.937261742E0
1.693728475E1,-1.099500060E-1,2.250000089E-1,9.924000740E0,9.927159951E0
1.694228723E1,-1.069500074E-1,2.370000184E-1,9.936000824E0,9.939402381E0
1.694728992E1,-1.050000042E-1,2.290500104E-1,9.927000046E0,9.930197320E0
1.695229246E1,-1.309500039E-1,2.290500104E-1,9.934050560E0,9.937553640E0
1.695729546E1,-1.120500043E-1,2.340000123E-1,9.931950569E0,9.935338611E0
1.696229792E1,-1.240500063E-1,1.909500062E-1,9.892950058E0,9.895570280E0
1.696730046E1,-1.069500074E-1,1.909500062E-1,9.916950226E0,9.919364999E0
1.697230314E1,-1.219500080E-1,2.200500071E-1,9.943950653E0,9.947132672E0
1.697730598E1,-1.260000020E-1,2.340000123E-1,9.919950485E0,9.923509945E0
1.698230838E1,-1.240500063E-1,2.149500102E-1,9.904950142E0,9.908058802E0
1.698731146E1,-1.219500080E-1,2.320500165E-1,9.898050308E0,9.901521041E0
1.699231399E1,-1.120500043E-1,2.370000184E-1,9.919950485E0,9.923413820E0
1.699731676E1,-1.020000055E-1,2.100000083E-1,9.934050560E0,9.936793473E0
1.700231951E1,-1.099500060E-1,2.080500126E-1,9.936000824E0,9.938786957E0
1.700732197E1,-1.140000075E-1,2.130000144E-1,9.916950226E0,9.919892479E0
1.701232466E1,-1.120500043E-1,2.220000178E-1,9.936000824E0,9.939112213E0
1.701732743E1,-9.795000404E-2,2.290500104E-1,9.955950737E0,9.959066883E0
1.702232997E1,-1.120500043E-1,2.130000144E-1,9.928950310E0,9.931866817E0
1.702733235E1,-1.219500080E-1,2.080500126E-1,9.904950142E0,9.907885442E0
1.703233457E1,-1.000500023E-1,2.200500071E-1,9.936000824E0,9.938940808E0
1.703733703E1,-1.069500074E-1,2.490000129E-1,9.939000130E0,9.942693945E0
1.704233918E1,-1.219500080E-1,2.250000089E-1,9.927000046E0,9.930298420E0
1.704734157E1,-1.050000042E-1,2.250000089E-1,9.939000130E0,9.942101065E0
1.705234370E1,-1.360500008E-1,2.290500104E-1,9.919950485E0,9.923527152E0
1.705734616E1,-1.290000081E-1,2.490000129E-1,9.907950401E0,9.911918238E0
1.706234862E1,-1.189500093E-1,2.490000129E-1,9.898050308E0,9.901896284E0
1.706735116E1,-1.260000020E-1,2.220000178E-1,9.922050476E0,9.925333529E0
1.707235416E1,-1.219500080E-1,2.340000123E-1,9.927000046E0,9.930506418E0
1.707735692E1,-1.360500008E-1,2.080500126E-1,9.934050560E0,9.937160306E0
1.708235917E1,-1.339500099E-1,2.130000144E-1,9.927000046E0,9.930188393E0
1.708736194E1,-1.189500093E-1,2.100000083E-1,9.927000046E0,9.929933485E0
1.709236465E1,-1.120500043E-1,2.170500159E-1,9.916950226E0,9.919958049E0
1.709736742E1,-1.459500045E-1,2.200500071E-1,9.904950142E0,9.908469141E0
1.710237026E1,-1.120500043E-1,2.340000123E-1,9.924000740E0,9.927391495E0
1.710737357E1,-1.219500080E-1,2.460000068E-1,9.922050476E0,9.925848753E0
1.711237664E1,-1.120500043E-1,2.370000184E-1,9.922050476E0,9.925513078E0
1.711737972E1,-1.170000061E-1,2.290500104E-1,9.922050476E0,9.925383547E0
1.712238250E1,-1.050000042E-1,2.389500141E-1,9.934050560E0,9.937478686E0
1.712738503E1,-1.170000061E-1,2.320500165E-1,9.934050560E0,9.937449207E0
1.713238718E1,-1.069500074E-1,2.130000144E-1,9.936000824E0,9.938859074E0
1.713738987E1,-1.260000020E-1,2.320500165E-1,9.919950485E0,9.923464155E0
1.714239233E1,-1.170000061E-1,2.410500050E-1,9.916950226E0,9.920569333E0
1.714739510E1,-9.795000404E-2,2.440500110E-1,9.912000656E0,9.915488471E0
1.715239763E1,-1.240500063E-1,2.290500104E-1,9.939000130E0,9.942412981E0
1.715740032E1,-1.000500023E-1,2.370000184E-1,9.919950485E0,9.923285577E0
1.716240308E1,-1.000500023E-1,2.509500086E-1,9.891000748E0,9.894689571E0
1.716740562E1,-1.170000061E-1,2.100000083E-1,9.922050476E0,9.924962199E0
1.717240778E1,-1.140000075E-1,2.220000178E-1,9.928950310E0,9.932086098E0
1.717741016E1,-1.099500060E-1,2.149500102E-1,9.916950226E0,9.919888825E0
1.718241293E1,-1.099500060E-1,2.370000184E-1,9.910050392E0,9.913493672E0
1.718741580E1,-1.170000061E-1,2.149500102E-1,9.931950569E0,9.934965255E0
1.719241826E1,-1.309500039E-1,2.149500102E-1,9.948000908E0,9.951184526E0
1.719742094E1,-1.240500063E-1,2.220000178E-1,9.910050392E0,9.913312826E0
1.720242340E1,-1.189500093E-1,2.269500047E-1,9.928950310E0,9.932256021E0
1.720742587E1,-1.140000075E-1,2.100000083E-1,9.940950394E0,9.943821737E0
1.721242841E1,-1.140000075E-1,2.200500071E-1,9.919950485E0,9.923045683E0
1.721743118E1,-1.069500074E-1,1.980000138E-1,9.919950485E0,9.922502705E0
1.722243427E1,-1.240500063E-1,2.149500102E-1,9.915000916E0,9.918106425E0
1.722743704E1,-1.339500099E-1,2.220000178E-1,9.907950401E0,9.911342380E0
1.723244004E1,-1.240500063E-1,2.250000089E-1,9.940950394E0,9.944270116E0
1.723744289E1,-1.020000055E-1,2.250000089E-1,9.916950226E0,9.920026753E0
1.724244589E1,-1.020000055E-1,2.130000144E-1,9.919950485E0,9.922761241E0
1.724744835E1,-1.140000075E-1,2.340000123E-1,9.931950569E0,9.935360794E0
1.725245090E1,-1.429500133E-1,2.320500165E-1,9.907950401E0,9.911698294E0
1.725745359E1,-1.380000114E-1,2.370000184E-1,9.915000916E0,9.918793080E0
1.726245614E1,-1.189500093E-1,2.460000068E-1,9.904950142E0,9.908718506E0
1.726745891E1,-1.240500063E-1,2.149500102E-1,9.928950310E0,9.932051458E0
1.727246166E1,-1.120500043E-1,2.130000144E-1,9.919950485E0,9.922869637E0
1.727746436E1,-1.120500043E-1,2.080500126E-1,9.904950142E0,9.907768534E0
1.728246682E1,-1.219500080E-1,2.050500065E-1,9.924000740E0,9.926867985E0
1.728746934E1,-1.410000026E-1,2.580000162E-1,9.922050476E0,9.926405727E0
1.729247180E1,-9.495000541E-2,2.490000129E-1,9.939000130E0,9.942572106E0
1.729747449E1,-9.105000645E-2,2.269500047E-1,9.928950310E0,9.931961068E0
1.730247695E1,-1.120500043E-1,2.220000178E-1,9.946050644E0,9.949158890E0
1.730747972E1,-1.120500043E-1,2.050500065E-1,9.946050644E0,9.948795109E0
1.731248249E1,-1.170000061E-1,2.080500126E-1,9.922050476E0,9.924921131E0
1.731748503E1,-1.170000061E-1,2.170500159E-1,9.922050476E0,9.925113871E0
1.732248749E1,-1.069500074E-1,2.290500104E-1,9.912000656E0,9.915223609E0
1.732749057E1,-1.360500008E-1,2.250000089E-1,9.912000656E0,9.915487462E0
1.733249326E1,-1.170000061E-1,2.250000089E-1,9.919950485E0,9.923191605E0
1.733749570E1,-9.795000404E-2,2.370000184E-1,9.915000916E0,9.918316710E0
1.734249793E1,-1.309500039E-1,2.220000178E-1,9.915000916E0,9.918350421E0
1.734750063E1,-1.219500080E-1,2.170500159E-1,9.934050560E0,9.937169770E0
1.735250349E1,-1.020000055E-1,2.200500071E-1,9.943950653E0,9.946908092E0
1.735750595E1,-1.240500063E-1,2.220000178E-1,9.934050560E0,9.937305115E0
1.736250866E1,-1.290000081E-1,2.320500165E-1,9.928950310E0,9.932499306E0
1.736751150E1,-1.189500093E-1,2.320500165E-1,9.915000916E0,9.918429284E0
1.737251428E1,-1.099500060E-1,2.250000089E-1,9.898050308E0,9.901217799E0
1.737751704E1,-1.170000061E-1,2.050500065E-1,9.901050568E0,9.903864743E0
1.738251980E1,-1.240500063E-1,2.050500065E-1,9.928950310E0,9.931842133E0
1.738752288E1,-1.120500043E-1,2.200500071E-1,9.927000046E0,9.930070852E0
1.739252528E1,-1.170000061E-1,2.080500126E-1,9.924000740E0,9.926870831E0
1.739752751E1,-9.300000221E-2,2.220000178E-1,9.915000916E0,9.917921968E0
1.740252994E1,-1.069500074E-1,2.269500047E-1,9.931950569E0,9.935118858E0
1.740753264E1,-1.170000061E-1,2.290500104E-1,9.928950310E0,9.932281065E0
1.741253510E1,-9.495000541E-2,2.290500104E-1,9.931950569E0,9.935045119E0
1.741753734E1,-1.069500074E-1,2.340000123E-1,9.915000916E0,9.918338443E0
1.742253980E1,-1.309500039E-1,2.290500104E-1,9.910050392E0,9.913561952E0
1.742754188E1,-9.105000645E-2,2.269500047E-1,9.931950569E0,9.934960418E0
1.743254403E1,-1.140000075E-1,2.320500165E-1,9.924000740E0,9.927367924E0
1.743754564E1,-1.099500060E-1,2.220000178E-1,9.919950485E0,9.923043416E0
1.744254779E1,-1.000500023E-1,2.460000068E-1,9.934050560E0,9.937599636E0
1.744754994E1,-9.495000541E-2,2.029500157E-1,9.936000824E0,9.938526882E0
1.745255232E1,-1.140000075E-1,2.250000089E-1,9.922050476E0,9.925255999E0
1.745755455E1,-1.050000042E-1,2.320500165E-1,9.903000832E0,9.906275672E0
1.746255632E1,-1.120500043E-1,2.149500102E-1,9.910050392E0,9.913014551E0
1.746755817E1,-1.069500074E-1,2.370000184E-1,9.931950569E0,9.935353513E0
1.747256032E1,-1.120500043E-1,2.130000144E-1,9.907950401E0,9.910873088E0
1.747756193E1,-1.050000042E-1,2.100000083E-1,9.910050392E0,9.912831270E0
1.748256431E1,-1.170000061E-1,2.220000178E-1,9.934050560E0,9.937219608E0
1.748756654E1,-1.170000061E-1,2.149500102E-1,9.901050568E0,9.904074659E0
1.749256871E1,-1.140000075E-1,2.340000123E-1,9.916950226E0,9.920365608E0
1.749757109E1,-1.339500099E-1,2.220000178E-1,9.934050560E0,9.937433630E0
1.750257294E1,-1.140000075E-1,2.320500165E-1,9.928950310E0,9.932315816E0
1.750757455E1,-1.260000020E-1,2.200500071E-1,9.924000740E0,9.927239732E0
1.751257663E1,-1.360500008E-1,2.269500047E-1,9.919950485E0,9.923478903E0
1.751757855E1,-1.380000114E-1,2.389500141E-1,9.912000656E0,9.915840767E0
1.752258042E1,-1.050000042E-1,2.149500102E-1,9.886050224E0,9.888944208E0
1.752758250E1,-1.069500074E-1,2.170500159E-1,9.924000740E0,9.926950171E0
1.753258463E1,-1.219500080E-1,2.200500071E-1,9.915000916E0,9.918192223E0
1.753758686E1,-1.050000042E-1,2.080500126E-1,9.924000740E0,9.926736649E0
1.754258932E1,-1.170000061E-1,2.530499995E-1,9.924000740E0,9.927915894E0
1.754759170E1,-1.099500060E-1,2.340000123E-1,9.924000740E0,9.927368015E0
1.755259424E1,-1.069500074E-1,2.010000050E-1,9.912000656E0,9.914615288E0
1.755759639E1,-1.240500063E-1,2.149500102E-1,9.903000832E0,9.906110103E0
1.756259885E1,-1.050000042E-1,2.080500126E-1,9.915000916E0,9.917739307E0
1.756760123E1,-1.099500060E-1,2.340000123E-1,9.903000832E0,9.906375244E0
1.757260315E1,-1.219500080E-1,2.269500047E-1,9.907950401E0,9.911299575E0
1.757760530E1,-1.339500099E-1,2.029500157E-1,9.915000916E0,9.917982379E0
1.758260766E1,-1.219500080E-1,2.149500102E-1,9.919950485E0,9.923028416E0
1.758761019E1,-1.069500074E-1,2.100000083E-1,9.927000046E0,9.929796988E0
1.759261266E1,-1.309500039E-1,2.220000178E-1,9.936000824E0,9.939343252E0
1.759761485E1,-1.099500060E-1,2.440500110E-1,9.916950226E0,9.920562040E0
1.760261670E1,-1.260000020E-1,2.010000050E-1,9.922050476E0,9.924886027E0
1.760761908E1,-1.219500080E-1,2.130000144E-1,9.922050476E0,9.925085716E0
1.761262092E1,-1.000500023E-1,2.389500141E-1,9.939000130E0,9.942375505E0
1.761762339E1,-1.050000042E-1,2.250000089E-1,9.939000130E0,9.942101065E0
1.762262530E1,-1.240500063E-1,1.960500032E-1,9.936000824E0,9.938708990E0
1.762762746E1,-1.120500043E-1,2.080500126E-1,9.963000298E0,9.965802273E0
1.763262954E1,-1.189500093E-1,2.269500047E-1,9.919950485E0,9.923259194E0
1.763763200E1,-1.099500060E-1,2.250000089E-1,9.915000916E0,9.918162993E0
1.764263424E1,-9.795000404E-2,2.340000123E-1,9.931950569E0,9.935189596E0
1.764763632E1,-1.120500043E-1,2.250000089E-1,9.936000824E0,9.939179673E0
1.765263847E1,-1.069500074E-1,2.149500102E-1,9.919950485E0,9.922855408E0
1.765764039E1,-1.099500060E-1,2.080500126E-1,9.927000046E0,9.929788705E0
1.766264224E1,-1.050000042E-1,2.320500165E-1,9.910050392E0,9.913322903E0
1.766764462E1,-1.140000075E-1,2.130000144E-1,9.910050392E0,9.912994693E0
1.767264650E1,-1.260000020E-1,2.290500104E-1,9.928950310E0,9.932391160E0
1.767764865E1,-1.050000042E-1,2.320500165E-1,9.907950401E0,9.911223606E0
1.768265087E1,-1.189500093E-1,2.220000178E-1,9.916950226E0,9.920147927E0
1.768765302E1,-1.429500133E-1,2.200500071E-1,9.922050476E0,9.925519753E0
1.769265569E1,-1.339500099E-1,2.170500159E-1,9.934050560E0,9.937324280E0
1.769765731E1,-1.260000020E-1,2.200500071E-1,9.931950569E0,9.935186969E0
1.770265940E1,-1.069500074E-1,2.149500102E-1,9.955950737E0,9.958845158E0
1.770766132E1,-1.020000055E-1,2.170500159E-1,9.948000908E0,9.950891255E0
1.771266378E1,-1.189500093E-1,2.250000089E-1,9.912000656E0,9.915267577E0
1.771766624E1,-1.339500099E-1,2.320500165E-1,9.927000046E0,9.930615274E0
1.772266840E1,-1.189500093E-1,2.440500110E-1,9.910050392E0,9.913768622E0
1.772767079E1,-1.140000075E-1,2.080500126E-1,9.936000824E0,9.938832587E0
1.773267303E1,-9.105000645E-2,2.370000184E-1,9.934050560E0,9.937294382E0
1.773767511E1,-9.300000221E-2,2.440500110E-1,9.910050392E0,9.913491221E0
1.774267758E1,-1.170000061E-1,1.930500120E-1,9.924000740E0,9.926567785E0
1.774768012E1,-1.219500080E-1,2.100000083E-1,9.915000916E0,9.917974338E0
1.775268257E1,-1.170000061E-1,1.930500120E-1,9.928950310E0,9.931516076E0
1.775768495E1,-9.795000404E-2,2.100000083E-1,9.916950226E0,9.919657050E0
1.776268742E1,-1.120500043E-1,2.170500159E-1,9.931950569E0,9.934953851E0
1.776768960E1,-1.219500080E-1,2.200500071E-1,9.922050476E0,9.925239516E0
1.777269183E1,-1.189500093E-1,2.410500050E-1,9.927000046E0,9.930638656E0
1.777769388E1,-1.380000114E-1,2.220000178E-1,9.936000824E0,9.939438635E0
1.778269611E1,-1.189500093E-1,2.269500047E-1,9.907950401E0,9.911263116E0
1.778769827E1,-1.069500074E-1,2.170500159E-1,9.903000832E0,9.905956515E0
1.779270073E1,-1.290000081E-1,2.410500050E-1,9.931950569E0,9.935712768E0
1.779770319E1,-1.290000081E-1,2.370000184E-1,9.922050476E0,9.925718899E0
1.780270559E1,-1.020000055E-1,2.220000178E-1,9.912000656E0,9.915011095E0
1.780770774E1,-1.140000075E-1,2.010000050E-1,9.901050568E0,9.903746733E0
1.781270966E1,-1.309500039E-1,2.080500126E-1,9.928950310E0,9.931993101E0
1.781771212E1,-1.020000055E-1,2.340000123E-1,9.927000046E0,9.930281462E0
1.782271426E1,-1.120500043E-1,2.370000184E-1,9.940950394E0,9.944406415E0
1.782771633E1,-1.170000061E-1,2.250000089E-1,9.946050644E0,9.949283261E0
1.783271849E1,-1.339500099E-1,2.290500104E-1,9.934050560E0,9.937593624E0
1.783772042E1,-1.360500008E-1,2.220000178E-1,9.939000130E0,9.942410029E0
1.784272247E1,-1.140000075E-1,2.290500104E-1,9.940950394E0,9.944242286E0
1.784772463E1,-1.219500080E-1,2.080500126E-1,9.936000824E0,9.938926953E0
1.785272678E1,-1.099500060E-1,2.389500141E-1,9.928950310E0,9.932433758E0
1.785772894E1,-1.140000075E-1,2.250000089E-1,9.936000824E0,9.939201848E0
1.786273111E1,-1.120500043E-1,2.029500157E-1,9.916950226E0,9.919659555E0
1.786773334E1,-9.300000221E-2,2.200500071E-1,9.922050476E0,9.924926028E0
1.787273572E1,-1.189500093E-1,2.080500126E-1,9.928950310E0,9.931842134E0
1.787773788E1,-1.189500093E-1,1.960500032E-1,9.904950142E0,9.907604252E0
1.788273972E1,-1.140000075E-1,2.290500104E-1,9.924000740E0,9.927298253E0
1.788774188E1,-1.170000061E-1,2.370000184E-1,9.931950569E0,9.935466779E0
1.789274370E1,-1.020000055E-1,2.170500159E-1,9.916950226E0,9.919849620E0
1.789774616E1,-9.495000541E-2,2.290500104E-1,9.922050476E0,9.925148113E0
1.790274808E1,-1.020000055E-1,2.170500159E-1,9.927000046E0,9.929896506E0
1.790774994E1,-1.170000061E-1,2.200500071E-1,9.907950401E0,9.911084308E0
1.791275209E1,-1.380000114E-1,2.269500047E-1,9.907950401E0,9.911510050E0
1.791775392E1,-1.120500043E-1,2.370000184E-1,9.916950226E0,9.920414608E0
1.792275577E1,-8.595000207E-2,2.149500102E-1,9.936000824E0,9.938697263E0
1.792775723E1,-1.260000020E-1,2.389500141E-1,9.928950310E0,9.932624395E0
1.793275916E1,-1.309500039E-1,2.220000178E-1,9.916950226E0,9.920299073E0
1.793776131E1,-1.069500074E-1,1.980000138E-1,9.912000656E0,9.914554923E0
1.794276309E1,-1.020000055E-1,2.149500102E-1,9.939000130E0,9.941847468E0
1.794776532E1,-1.069500074E-1,2.250000089E-1,9.922050476E0,9.925177528E0
1.795276740E1,-7.605000585E-2,2.200500071E-1,9.927000046E0,9.929729881E0
1.795776932E1,-1.069500074E-1,2.200500071E-1,9.912000656E0,9.915019784E0
1.796277172E1,-9.795000404E-2,2.370000184E-1,9.907950401E0,9.911268555E0
1.796777387E1,-8.805000782E-2,2.340000123E-1,9.934050560E0,9.937196251E0
1.797277602E1,-1.069500074E-1,2.220000178E-1,9.907950401E0,9.911014250E0
1.797777794E1,-1.339500099E-1,2.130000144E-1,9.907950401E0,9.911144877E0
1.798278039E1,-1.120500043E-1,2.389500141E-1,9.939000130E0,9.942503502E0
1.798778247E1,-9.795000404E-2,2.149500102E-1,9.922050476E0,9.924861881E0
1.799278471E1,-1.140000075E-1,1.890000105E-1,9.924000740E0,9.926454941E0
1.799778717E1,-9.300000221E-2,2.320500165E-1,9.924000740E0,9.927148981E0
1.800278964E1,-9.300000221E-2,2.149500102E-1,9.936000824E0,9.938760732E0
1.800779202E1,-1.050000042E-1,2.340000123E-1,9.939000130E0,9.942308816E0
1.801279426E1,-9.795000404E-2,2.440500110E-1,9.927000046E0,9.930482593E0
1.801779664E1,-1.020000055E-1,2.290500104E-1,9.915000916E0,9.918170752E0
1.802279879E1,-9.795000404E-2,2.149500102E-1,9.916950226E0,9.919763076E0
1.802780094E1,-1.170000061E-1,2.029500157E-1,9.916950226E0,9.919716704E0
1.803280278E1,-1.290000081E-1,2.200500071E-1,9.939000130E0,9.942272707E0
1.803780493E1,-8.805000782E-2,2.149500102E-1,9.952950478E0,9.955660677E0
1.804280745E1,-1.000500023E-1,2.050500065E-1,9.924000740E0,9.926623101E0
1.804781014E1,-1.429500133E-1,2.389500141E-1,9.922050476E0,9.925956753E0
1.805281239E1,-1.050000042E-1,2.220000178E-1,9.936000824E0,9.939035234E0
1.805781485E1,-1.120500043E-1,2.200500071E-1,9.948000908E0,9.951065233E0
1.806281731E1,-1.290000081E-1,2.100000083E-1,9.910050392E0,9.913114535E0
1.806782002E1,-1.189500093E-1,2.130000144E-1,9.903000832E0,9.906005430E0
1.807282280E1,-1.189500093E-1,2.149500102E-1,9.916950226E0,9.919992661E0
1.807782554E1,-1.069500074E-1,2.149500102E-1,9.922050476E0,9.924954784E0
1.808282807E1,-1.099500060E-1,2.269500047E-1,9.922050476E0,9.925254705E0
1.808783115E1,-1.530000120E-1,2.320500165E-1,9.948000908E0,9.951883152E0
1.809283387E1,-1.290000081E-1,2.410500050E-1,9.910050392E0,9.913820902E0
1.809783633E1,-1.360500008E-1,2.370000184E-1,9.910050392E0,9.913817498E0
1.810283857E1,-1.309500039E-1,2.220000178E-1,9.916950226E0,9.920299073E0
1.810784073E1,-9.495000541E-2,2.290500104E-1,9.934050560E0,9.937144456E0
1.811284342E1,-1.050000042E-1,2.320500165E-1,9.927000046E0,9.930266971E0
1.811784627E1,-1.309500039E-1,2.269500047E-1,9.943950653E0,9.947402113E0
1.812284835E1,-1.069500074E-1,2.269500047E-1,9.928950310E0,9.932119555E0
1.812785081E1,-1.260000020E-1,2.200500071E-1,9.904950142E0,9.908195361E0
1.813285327E1,-1.099500060E-1,2.320500165E-1,9.939000130E0,9.942316621E0
1.813785573E1,-1.000500023E-1,2.269500047E-1,9.943950653E0,9.947043324E0
1.814285797E1,-1.069500074E-1,2.080500126E-1,9.931950569E0,9.934705090E0
1.814786036E1,-1.170000061E-1,2.220000178E-1,9.919950485E0,9.923124036E0
1.815286282E1,-1.380000114E-1,2.269500047E-1,9.915000916E0,9.918558033E0
1.815786507E1,-1.309500039E-1,2.170500159E-1,9.934050560E0,9.937284294E0
1.816286745E1,-1.069500074E-1,2.200500071E-1,9.931950569E0,9.934963634E0
1.816786968E1,-1.020000055E-1,2.250000089E-1,9.939000130E0,9.942069834E0
1.817287215E1,-1.140000075E-1,2.340000123E-1,9.924000740E0,9.927413696E0
1.817787423E1,-1.189500093E-1,2.440500110E-1,9.919950485E0,9.923665006E0
1.818287644E1,-1.309500039E-1,2.320500165E-1,9.915000916E0,9.918580456E0
1.818787860E1,-1.360500008E-1,2.290500104E-1,9.928950310E0,9.932523736E0
1.819288068E1,-1.099500060E-1,2.269500047E-1,9.931950569E0,9.935151605E0
1.819788291E1,-1.050000042E-1,2.130000144E-1,9.915000916E0,9.917844381E0
1.820288508E1,-1.309500039E-1,2.130000144E-1,9.931950569E0,9.935097333E0
1.820788693E1,-1.219500080E-1,2.100000083E-1,9.915000916E0,9.917974338E0
1.821288909E1,-1.189500093E-1,2.370000184E-1,9.927000046E0,9.930541175E0
1.821789117E1,-1.309500039E-1,2.580000162E-1,9.934050560E0,9.938263049E0
1.822289302E1,-1.120500043E-1,2.050500065E-1,9.934050560E0,9.936798339E0
1.822789494E1,-1.050000042E-1,1.930500120E-1,9.928950310E0,9.931381956E0
1.823289669E1,-9.795000404E-2,2.200500071E-1,9.919950485E0,9.922874273E0
