"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
5.688819697E0,4.162000027E-3,9.352000430E-3,5.505299941E-2,5.599656150E-2
5.693805481E0,-9.486000054E-3,2.294999920E-2,1.095340028E-1,1.123137767E-1
5.698791327E0,4.089999944E-3,-3.159099817E-2,1.231539994E-1,1.272070236E-1
5.703776943E0,4.044000059E-3,-3.165499866E-2,8.229199797E-2,8.826304893E-2
5.708762808E0,-8.984999731E-3,-4.224999808E-3,8.229800314E-2,8.289476560E-2
5.713748654E0,-8.922999725E-3,-4.259999841E-3,9.591799974E-2,9.642629412E-2
5.718734409E0,-3.615500033E-2,9.395999834E-3,6.867700070E-2,7.817927658E-2
5.723720255E0,4.753000103E-3,9.390999563E-3,8.229900151E-2,8.296931682E-2
5.728706179E0,-8.357999846E-3,8.634000085E-3,8.229599893E-2,8.316870541E-2
5.733691948E0,-3.554699942E-2,2.217300050E-2,1.095359996E-1,1.172747472E-1
5.738677794E0,-2.187200077E-2,8.538000286E-3,9.591600299E-2,9.874796958E-2
5.743663409E0,-3.543899953E-2,8.481999859E-3,9.591600299E-2,1.026048081E-1
5.748649259E0,-2.042100020E-2,7.776000071E-3,9.592200071E-2,9.837943711E-2
5.753635106E0,-6.705000065E-3,7.749000099E-3,1.095430031E-1,1.100212414E-1
5.758620866E0,-6.785999984E-3,7.837000303E-3,1.095430031E-1,1.100324402E-1
5.763606712E0,-2.045599930E-2,-3.306699917E-2,1.231629997E-1,1.291549412E-1
5.768592558E0,-6.448000204E-3,-4.369400069E-2,1.231890023E-1,1.308673859E-1
5.773578183E0,7.261999883E-3,-1.625400037E-2,1.231909990E-1,1.244706850E-1
5.778564260E0,2.080200054E-2,-2.995100059E-2,1.095699966E-1,1.154788717E-1
5.783549875E0,-6.531999912E-3,-2.767000115E-3,8.232799917E-2,8.263306094E-2
5.788535712E0,6.529999897E-3,-1.535599958E-2,8.233200014E-2,8.400598710E-2
5.793521481E0,-7.093000226E-3,-1.529799961E-2,8.233200014E-2,8.404104765E-2
5.798507389E0,3.377399966E-2,-2.895800024E-2,1.368129998E-1,1.438646786E-1
5.803493159E0,6.450000219E-3,-2.895700000E-2,1.640529931E-1,1.667138113E-1
5.808479005E0,1.869899966E-2,-2.709599957E-2,9.595599771E-2,1.014465341E-1
5.813464630E0,3.219100088E-2,-2.685800008E-2,1.368190050E-1,1.430980532E-1
5.818450476E0,4.898000043E-3,-1.316200010E-2,9.595800191E-2,9.698023913E-2
5.823436256E0,-2.233999968E-2,-1.310299989E-2,9.595900029E-2,9.939262512E-2
5.828422179E0,4.530999810E-3,4.309999931E-4,1.095760018E-1,1.096704877E-1
5.833407948E0,-9.162999690E-3,1.394999959E-2,1.231940016E-1,1.243194477E-1
5.838393774E0,4.364999942E-3,1.394400001E-2,1.231940016E-1,1.240574480E-1
5.843379390E0,1.793899946E-2,1.399600040E-2,1.095729992E-1,1.119104011E-1
5.848365236E0,1.670799963E-2,1.306100003E-2,1.231760010E-1,1.249882962E-1
5.853351001E0,2.976000076E-3,1.296900027E-2,9.593500197E-2,9.685337447E-2
5.858336924E0,-2.426400036E-2,-6.109999958E-4,9.593500197E-2,9.895776694E-2
5.863322770E0,2.986999927E-3,2.672600001E-2,1.095559970E-1,1.128083229E-1
5.868308553E0,1.542299986E-2,3.754600137E-2,1.367650032E-1,1.426612675E-1
5.873294169E0,-1.192499977E-2,9.976999834E-3,1.231419966E-1,1.241196901E-1
5.878280246E0,1.693999977E-3,-3.628999926E-3,1.095220000E-1,1.095951995E-1
5.883265861E0,-2.553699911E-2,1.003799960E-2,4.142099991E-2,4.968499767E-2
5.888251707E0,-1.114500035E-2,-1.600099914E-2,5.505499989E-2,5.840630119E-2
5.893237563E0,1.622899994E-2,-2.216000110E-3,8.229900151E-2,8.391315002E-2
5.898223332E0,1.620600000E-2,-2.063000109E-3,-5.390200019E-2,5.632331693E-2
5.903209178E0,1.612200029E-2,1.161400042E-2,1.095409989E-1,1.113284975E-1
5.908195024E0,4.027299955E-2,2.352100052E-2,2.184679955E-1,2.233907273E-1
5.913180870E0,-8.340000059E-4,2.343700081E-2,1.231229976E-1,1.253365912E-1
5.918166707E0,-1.441899966E-2,9.798999876E-3,2.048449963E-1,2.055855065E-1
5.923152323E0,1.283599995E-2,5.060200021E-2,2.048449963E-1,2.113925208E-1
5.928138092E0,-1.357199997E-2,5.992000178E-2,1.775770038E-1,1.879047580E-1
5.933123957E0,-5.424499884E-2,1.861999929E-2,1.094740033E-1,1.235871420E-1
5.938109803E0,-8.145599812E-2,4.947999958E-3,8.223199844E-2,1.158519050E-1
5.943095650E0,-5.429299921E-2,4.935999867E-3,1.094719991E-1,1.222955946E-1
5.948081496E0,-2.546400018E-2,4.495999776E-3,1.367200017E-1,1.391437680E-1
5.953067342E0,-3.899899870E-2,1.811300032E-2,5.499900132E-2,6.981327114E-2
5.958052952E0,-3.915800154E-2,3.167999908E-2,1.775809973E-1,1.845859747E-1
5.963038798E0,1.504900027E-2,4.381999839E-3,2.320600003E-1,2.325887316E-1
5.968024645E0,-1.153799985E-2,-2.147899941E-2,2.048339993E-1,2.062800042E-1
5.973010419E0,-2.520399913E-2,-3.501499817E-2,1.503529996E-1,1.564203188E-1
5.977996265E0,-1.169900037E-2,-4.863199964E-2,6.863000244E-2,8.492358467E-2
5.982982092E0,-2.534699999E-2,-4.863600060E-2,8.224999905E-2,9.885845086E-2
5.987967708E0,1.705999952E-3,-3.271700069E-2,9.588599950E-2,1.013283646E-1
5.992953785E0,-3.909499943E-2,-5.973299965E-2,4.140799865E-2,8.252922258E-2
5.997939414E0,-2.539099939E-2,-4.614200071E-2,5.469999742E-4,5.266959548E-2
6.002925260E0,1.842999947E-3,-3.262000158E-2,5.502700061E-2,6.399556194E-2
6.007911029E0,1.600999967E-3,-3.060200065E-2,1.367630064E-1,1.401540780E-1
6.012896876E0,1.518299989E-2,-3.201999934E-3,2.184869945E-1,2.190373097E-1
6.017882722E0,1.530400012E-2,-3.228999907E-3,1.776259989E-1,1.783133038E-1
6.022868568E0,-1.184699964E-2,-3.275000025E-3,1.095239967E-1,1.102115370E-1
6.027854183E0,-1.097999979E-2,-2.844399959E-2,5.859999801E-4,3.049532594E-2
6.032840029E0,-5.163399875E-2,-1.466100011E-2,-1.303100027E-2,5.523424408E-2
6.037825881E0,-1.086299960E-2,-1.067999983E-3,1.912720054E-1,1.915832076E-1
6.042811727E0,2.639000071E-3,1.260100026E-2,2.048919946E-1,2.052960764E-1
6.047797510E0,4.068600014E-2,-2.634200081E-2,1.367869973E-1,1.451204129E-1
6.052783356E0,5.396400020E-2,-1.243599970E-2,1.231660023E-1,1.350430729E-1
6.057768983E0,2.672200091E-2,-2.602900006E-2,4.144399986E-2,5.576001525E-2
6.062754829E0,5.399600044E-2,-1.245499961E-2,5.506400019E-2,7.812003069E-2
6.067740675E0,1.234100014E-2,-2.425700054E-2,-1.219889969E-1,1.249880703E-1
6.072726511E0,-1.489899959E-2,-2.412400022E-2,5.939999828E-4,2.836019061E-2
6.077712280E0,-1.509900019E-2,3.129000077E-3,2.048979998E-1,2.054773972E-1
6.082698203E0,1.220100001E-2,-1.044300012E-2,6.869500130E-2,7.054731644E-2
6.087683737E0,4.955599830E-2,2.887000097E-3,1.503919959E-1,1.583726118E-1
6.092669814E0,8.330999874E-3,2.807999961E-3,1.640100032E-1,1.642454614E-1
6.097655419E0,8.372999728E-3,2.999100089E-2,1.231480017E-1,1.270236104E-1
6.102641265E0,2.202799916E-2,3.002800047E-2,8.228799701E-2,9.032290967E-2
6.107627035E0,-4.914000165E-3,1.527899969E-2,8.227899671E-2,8.382975920E-2
6.112612881E0,-3.213899955E-2,1.491999952E-3,1.503790021E-1,1.537822669E-1
6.117598727E0,-1.862300001E-2,2.852199972E-2,1.776189953E-1,1.808558213E-1
6.122584573E0,-1.855400018E-2,1.258000033E-3,5.503499880E-2,5.809203543E-2
6.127570198E0,8.081999607E-3,-1.157900039E-2,5.503899977E-2,5.682150529E-2
6.132556275E0,-1.927799918E-2,-1.154899970E-2,8.227899671E-2,8.529275435E-2
6.137541819E0,7.937000133E-3,2.026000060E-3,1.367589980E-1,1.370041028E-1
6.142527742E0,7.784999907E-3,-1.154899970E-2,1.776189953E-1,1.781642307E-1
6.147513511E0,-4.358199984E-2,-1.082899980E-2,1.420199964E-2,4.709941338E-2
6.152499342E0,-2.961199917E-2,2.860999899E-3,1.504089981E-1,1.533229354E-1
6.157485189E0,-1.587500051E-2,3.006099910E-2,8.230700344E-2,8.905123313E-2
6.162471026E0,-1.578399912E-2,1.634399965E-2,4.144600034E-2,4.726554661E-2
6.167456872E0,-5.305799842E-2,2.445999999E-3,1.640509963E-1,1.724350994E-1
6.172442487E0,-3.895299882E-2,-1.128999982E-2,1.776739955E-1,1.822439269E-1
6.177428333E0,2.034999896E-3,2.322999993E-3,1.504340023E-1,1.504656991E-1
6.182414103E0,-2.534399927E-2,2.330000047E-3,8.233200014E-2,8.617601433E-2
6.187399949E0,-2.383100055E-2,2.085000044E-3,9.596099705E-2,9.889780971E-2
6.192385809E0,-2.368699946E-2,2.935400046E-2,8.234100044E-2,9.056915391E-2
6.197371424E0,-2.368200012E-2,2.936300077E-2,1.095819995E-1,1.158932162E-1
6.202357271E0,-6.441300362E-2,2.083000029E-3,1.424099971E-2,6.600136360E-2
6.207343334E0,-9.333999828E-3,2.733300067E-2,1.231909990E-1,1.265315720E-1
6.212328949E0,3.143800050E-2,2.704999968E-2,1.912900060E-1,1.957343015E-1
6.217314809E0,1.780200005E-2,-2.509999904E-4,2.185299993E-1,2.192540417E-1
6.222300578E0,4.265999887E-3,-2.743599936E-2,2.049109936E-1,2.067835779E-1
6.227286424E0,1.673699915E-2,-1.304300036E-2,1.231859997E-1,1.250001501E-1
6.232272271E0,3.035000060E-3,7.190000033E-4,1.368079931E-1,1.368435426E-1
6.237257886E0,3.017999930E-3,1.437100023E-2,1.368079931E-1,1.375938259E-1
6.242243722E0,3.007000079E-3,-4.004300013E-2,5.508600175E-2,6.816855212E-2
6.247229568E0,2.913000062E-3,-6.272999942E-2,2.788400091E-2,6.870994036E-2
6.252215415E0,-3.787399828E-2,-6.230700016E-2,1.426799968E-2,7.429789923E-2
6.257201247E0,2.983999904E-3,3.304399922E-2,6.479999865E-4,3.318478634E-2
6.262187016E0,3.021500073E-2,7.392200083E-2,-2.659199946E-2,8.416972681E-2
6.267172862E0,-1.000900008E-2,8.156199753E-2,1.095639989E-1,1.369555014E-1
6.272158467E0,-2.362300083E-2,6.722100079E-2,3.002420068E-1,3.085805758E-1
6.277144313E0,-9.924000129E-3,5.350099877E-2,2.457610071E-1,2.517127634E-1
6.282130174E0,-2.355499938E-2,5.360500142E-2,2.730030119E-1,2.792113513E-1
6.287116020E0,-3.506499901E-2,3.709900007E-2,3.002359867E-1,3.045448041E-1
6.292101866E0,-4.844500124E-2,-4.220000003E-3,1.095480025E-1,1.198561279E-1
6.297087649E0,-3.458999842E-2,-4.491500184E-2,-1.628540009E-1,1.724391226E-1
6.302073496E0,-2.092400007E-2,-1.744900085E-2,-1.492310017E-1,1.516976377E-1
6.307059342E0,1.839599945E-2,-5.454299971E-2,6.871200353E-2,8.963643814E-2
6.312044966E0,4.600999877E-3,-5.419500172E-2,1.368159950E-1,1.472307165E-1
6.317031043E0,1.827800088E-2,-2.694799937E-2,1.640570015E-1,1.672572262E-1
6.322016568E0,9.989400208E-2,2.640000021E-4,2.049169987E-1,2.279689841E-1
6.327002414E0,5.515399948E-2,-1.261899993E-2,1.231720001E-1,1.355453592E-1
6.331988260E0,-1.321700029E-2,-3.976500034E-2,8.231099695E-2,9.236365393E-2
6.336974096E0,-2.683899924E-2,-5.330999941E-2,4.145000130E-2,7.266629566E-2
6.341959711E0,3.800000122E-4,-2.608999982E-2,1.231720001E-1,1.259054172E-1
6.346945558E0,3.841099888E-2,1.058000023E-3,1.367720068E-1,1.420672588E-1
6.351931399E0,-1.618400030E-2,1.113999984E-3,4.142900184E-2,4.449185380E-2
6.356917245E0,-2.595999977E-3,1.470999978E-2,1.776320040E-1,1.782589469E-1
6.361903019E0,6.538700312E-2,4.201300070E-2,2.184929997E-1,2.319045996E-1
6.366888865E0,6.105199829E-2,3.923999891E-2,1.775809973E-1,1.918388246E-1
6.371874712E0,3.335899860E-2,-2.902399935E-2,2.775299922E-2,5.220578791E-2
6.376860568E0,5.960999988E-3,-1.826999942E-3,5.499299988E-2,5.534529326E-2
6.381846183E0,5.743000191E-3,-2.905200049E-2,1.367129982E-1,1.398836826E-1
6.386832029E0,-3.296399862E-2,-5.257600173E-2,9.589699656E-2,1.142238815E-1
6.391817812E0,-5.985900015E-2,-2.499300055E-2,6.866200268E-2,9.445750678E-2
6.396803736E0,-3.255400062E-2,-1.136699971E-2,1.503839940E-1,1.542864780E-1
6.401789500E0,-1.903400011E-2,1.584500074E-2,2.780099958E-2,3.723241580E-2
6.406775346E0,7.718999870E-3,-2.339000069E-2,1.418999955E-2,2.842588923E-2
6.411761192E0,3.485200182E-2,3.891000059E-3,1.776340008E-1,1.810625310E-1
6.416747043E0,2.116199955E-2,4.477800056E-2,1.095329970E-1,1.202097209E-1
6.421732659E0,-5.956000183E-3,5.851799995E-2,6.867299974E-2,9.042019215E-2
6.426718510E0,-4.366699979E-2,5.464499816E-2,6.866099685E-2,9.801640263E-2
6.431704279E0,-5.694099888E-2,2.703600004E-2,9.590099752E-2,1.147615963E-1
6.436690202E0,-8.411700279E-2,2.711099945E-2,6.866099685E-2,1.119151864E-1
6.441675956E0,-5.683900043E-2,1.351299975E-2,5.504100025E-2,8.026695983E-2
6.446661803E0,-4.055099934E-2,-2.519999980E-4,1.503999978E-1,1.557710063E-1
6.451647418E0,5.610000226E-4,4.070299864E-2,1.504029930E-1,1.558143418E-1
6.456633250E0,-1.300199982E-2,5.434799939E-2,1.231629997E-1,1.352474826E-1
6.461619327E0,-5.401400104E-2,4.060300067E-2,1.776420027E-1,1.900599829E-1
6.466604943E0,-5.056500062E-2,3.778100014E-2,1.367830038E-1,1.506446593E-1
6.471590803E0,-6.362400204E-2,2.389799990E-2,2.782200091E-2,7.343835353E-2
6.476576572E0,-4.978099838E-2,1.036399975E-2,4.144399986E-2,6.559851686E-2
6.481562187E0,-3.615599871E-2,-1.680500060E-2,4.144499823E-2,5.750958326E-2
6.486548264E0,-8.325000294E-3,-4.098900035E-2,-2.662600018E-2,4.958172713E-2
6.491533880E0,-2.194900066E-2,-4.067299888E-2,6.871800125E-2,8.281434153E-2
6.496519716E0,-8.344000205E-3,1.820000034E-4,1.776809990E-1,1.778769037E-1
6.501505562E0,1.892299950E-2,-1.338000037E-2,9.595900029E-2,9.871795205E-2
6.506491322E0,3.045899980E-2,2.566700056E-2,1.231700033E-1,1.294503584E-1
6.511477245E0,5.747000128E-2,2.535399981E-2,2.593680024E-1,2.668658596E-1
6.516463015E0,1.661000028E-2,-1.904999954E-3,1.912660003E-1,1.919953228E-1
6.521448851E0,3.044099919E-2,1.172399987E-2,8.230499923E-2,8.853371958E-2
6.526434466E0,-9.664000012E-3,-2.721799910E-2,4.146600142E-2,5.053356949E-2
6.531420312E0,4.002000205E-3,-2.711099945E-2,1.368100047E-1,1.395277739E-1
6.536406144E0,3.980000038E-3,-2.704299986E-2,1.504299939E-1,1.528932546E-1
6.541391991E0,3.951999824E-3,-2.693100087E-2,8.232899755E-2,8.671194236E-2
6.546377837E0,2.897400036E-2,-1.248599961E-2,1.231810004E-1,1.271571930E-1
6.551363601E0,1.511100028E-2,-2.592400089E-2,9.594000131E-2,1.005230322E-1
6.556349447E0,1.515700016E-2,1.434999984E-3,1.504230052E-1,1.511915156E-1
6.561335293E0,5.595299974E-2,-2.573899925E-2,8.232100308E-2,1.028104168E-1
6.566320909E0,1.417000033E-2,-3.668700159E-2,5.509800091E-2,6.769427376E-2
6.571306986E0,4.134299979E-2,-9.127999656E-3,1.095819995E-1,1.174767152E-1
6.576292596E0,2.773999982E-2,4.526999779E-3,8.234100044E-2,8.700598640E-2
6.581278365E0,1.409900002E-2,4.486000165E-3,1.232020035E-1,1.240872261E-1
6.586264216E0,1.303100027E-2,-3.401700035E-2,1.776960045E-1,1.813913815E-1
6.591250063E0,2.652199939E-2,7.075999863E-3,2.185589969E-1,2.202760118E-1
6.596235909E0,2.667300031E-2,2.081000060E-2,8.235699683E-2,8.903471232E-2
6.601221519E0,1.299699955E-2,2.081800066E-2,9.597700089E-2,9.906510914E-2
6.606207365E0,-5.629999796E-4,6.668000016E-3,8.235300332E-2,8.262442950E-2
6.611193212E0,1.308200043E-2,6.606000010E-3,9.597299993E-2,9.708550194E-2
6.616178981E0,4.021000117E-2,2.030700073E-2,6.873200089E-2,8.217850339E-2
6.621164827E0,-7.280000136E-4,3.402400017E-2,2.787099965E-2,4.398812559E-2
6.626150673E0,-5.162600055E-2,6.310000084E-3,1.232339963E-1,1.337597768E-1
6.631136519E0,1.681100018E-2,3.349199891E-2,1.232360005E-1,1.288077465E-1
6.636122135E0,1.691499911E-2,3.352199867E-2,1.232379973E-1,1.288310738E-1
6.641107976E0,-1.024699956E-2,1.984399930E-2,1.777189970E-1,1.791167977E-1
6.646093745E0,3.002000041E-3,5.646000151E-3,1.913309991E-1,1.914378242E-1
6.651079668E0,3.013299964E-2,1.923800074E-2,1.640899926E-1,1.679393463E-1
6.656065437E0,-1.084700041E-2,-7.916999981E-3,8.236800134E-2,8.345552080E-2
6.661051284E0,-2.454500087E-2,5.696000066E-3,1.096070036E-1,1.124659803E-1
6.666037130E0,2.458000090E-3,4.338600114E-2,6.871599704E-2,8.130359837E-2
6.671023000E0,-2.463999949E-2,1.578499936E-2,1.423299965E-2,3.254034509E-2
6.676008615E0,-1.061810032E-1,-3.871199861E-2,-2.662499994E-2,1.161116484E-1
6.680994461E0,-7.880800217E-2,-2.505799942E-2,1.423600037E-2,8.391226518E-2
6.685980308E0,-3.542499989E-2,4.033600166E-2,4.147199914E-2,6.783693950E-2
6.690966154E0,-4.874800146E-2,5.369300023E-2,5.509300157E-2,9.107439125E-2
6.695951939E0,-7.615099847E-2,8.073099703E-2,3.547379971E-1,3.716927696E-1
6.700937785E0,-4.895500094E-2,5.341000110E-2,2.730140090E-1,2.824639259E-1
6.705923401E0,-3.295600042E-2,4.990100116E-2,1.504209936E-1,1.618724287E-1
6.710909247E0,-5.996600166E-2,4.945499822E-2,2.185209990E-1,2.319334930E-1
6.715895093E0,-7.366400212E-2,2.209799923E-2,1.776580065E-1,1.935899638E-1
6.720880939E0,-5.555000156E-3,-5.212999880E-3,2.783500031E-2,2.885863192E-2
6.725866785E0,7.588000037E-3,-1.745099947E-2,-9.474000335E-2,9.663220665E-2
6.730852550E0,3.469799832E-2,-1.731400006E-2,1.368049979E-1,1.421947015E-1
6.735838396E0,4.804699868E-2,-1.747100055E-2,2.457630038E-1,2.510243096E-1
6.740824242E0,-2.001499943E-2,-4.478599876E-2,1.640409976E-1,1.712186754E-1
6.745809876E0,6.752000190E-3,-4.197100177E-2,1.231990010E-1,1.303270821E-1
6.750795722E0,3.400700167E-2,-1.452600025E-2,4.148000106E-2,5.557041779E-2
6.755781569E0,6.930000149E-3,-1.062999945E-3,2.785900049E-2,2.872766575E-2
6.760767424E0,-6.703999825E-3,-4.194400087E-2,1.368210018E-1,1.432627982E-1
6.765753270E0,-1.903099939E-2,-7.735399902E-2,4.153500125E-2,8.983861325E-2
6.770739039E0,2.198500000E-2,-8.751000278E-3,1.641239971E-1,1.658210079E-1
6.775724885E0,7.639200240E-2,4.813000094E-3,1.777430028E-1,1.935238436E-1
6.780710501E0,3.558199853E-2,-8.675999939E-3,1.096429974E-1,1.155981768E-1
6.785696574E0,3.318300098E-2,-8.251000196E-3,1.777299941E-1,1.809893404E-1
6.790682189E0,7.374799997E-2,5.359999835E-3,1.641079932E-1,1.799970293E-1
6.795667958E0,6.018599868E-2,-3.541700169E-2,1.428500004E-2,7.127958805E-2
6.800653861E0,4.658799991E-2,-2.174800076E-2,1.428600028E-2,5.336203778E-2
6.805639631E0,4.340799898E-2,-3.316200152E-2,6.876400113E-2,8.782061587E-2
6.810625477E0,2.120000077E-3,-4.654299840E-2,1.368640065E-1,1.445769739E-1
6.815611314E0,4.303099960E-2,-4.640499875E-2,1.368660033E-1,1.507892360E-1
6.820596929E0,7.038400322E-2,-5.535999779E-3,1.232459992E-1,1.420356699E-1
6.825583006E0,4.033099860E-2,-1.805800013E-2,5.513500050E-2,7.065797263E-2
6.830568545E0,1.274900045E-2,-5.880500004E-2,1.096149981E-1,1.250440436E-1
6.835554468E0,8.081299812E-2,-4.186999984E-3,1.096170023E-1,1.362503535E-1
6.840540246E0,8.068899810E-2,2.315199934E-2,8.237600327E-2,1.176117996E-1
6.845526092E0,3.711999953E-2,8.867999539E-3,1.368319988E-1,1.420546785E-1
6.850511938E0,-4.483300075E-2,8.782999590E-3,9.596899897E-2,1.062882298E-1
6.855497554E0,-1.752199978E-2,2.239100076E-2,1.640709937E-1,1.665162705E-1
6.860483400E0,9.650000371E-3,4.952599853E-2,1.640699953E-1,1.716534602E-1
6.865469246E0,-3.579000011E-3,2.081700042E-2,2.785499953E-2,3.495794253E-2
6.870455015E0,-3.080799989E-2,3.436199948E-2,9.595700353E-2,1.064782907E-1
6.875440938E0,-3.646000056E-3,4.798199981E-2,1.095770001E-1,1.196774188E-1
6.880426718E0,-4.454600066E-2,2.078199945E-2,1.231969967E-1,1.326413875E-1
6.885412564E0,-4.177099839E-2,3.194700181E-2,2.185360044E-1,2.247741365E-1
6.890398179E0,-4.149299860E-2,3.162600100E-2,1.912949979E-1,1.982817417E-1
6.895384241E0,-5.500100181E-2,4.523500055E-2,8.233299851E-2,1.088578804E-1
6.900369780E0,-5.497099832E-2,1.803600043E-2,6.871200353E-2,8.982453672E-2
6.905355703E0,-6.402599812E-2,-2.127199993E-2,1.427699998E-2,6.896128728E-2
6.910341477E0,-4.988899827E-2,-7.437999826E-3,6.629999843E-4,5.044477732E-2
6.915327400E0,-9.095000103E-3,6.089000031E-3,4.152299836E-2,4.294128947E-2
6.920313169E0,-2.270499989E-2,6.031000055E-3,1.232440025E-1,1.254630389E-1
6.925299016E0,-4.669599980E-2,1.828899980E-2,1.096360013E-1,1.205614229E-1
6.930284631E0,-1.917199977E-2,4.547199979E-2,1.504999995E-1,1.583840844E-1
6.935270472E0,-3.287100047E-2,3.181200102E-2,1.504980028E-1,1.572963919E-1
6.940256549E0,-6.010200083E-2,3.176299855E-2,1.368770003E-1,1.528281774E-1
6.945242164E0,-5.612200126E-2,2.961900085E-2,8.241000026E-2,1.040114051E-1
6.950227939E0,-4.186299816E-2,5.662599951E-2,-5.379100144E-2,8.861425546E-2
6.955213785E0,-1.453800034E-2,2.929399908E-2,1.368930042E-1,1.407451116E-1
6.960199405E0,-1.034999965E-3,1.557500008E-2,1.913730055E-1,1.920085391E-1
6.965185482E0,-1.379899960E-2,3.986899927E-2,1.913550049E-1,1.959507270E-1
6.970171098E0,-4.097799957E-2,-1.497699972E-2,1.504919976E-1,1.566886987E-1
6.975156929E0,-2.748600021E-2,-1.497500017E-2,1.368709952E-1,1.404044164E-1
6.980142775E0,-2.920000115E-4,-1.298999996E-3,8.239000291E-2,8.240075997E-2
6.985128626E0,2.515299991E-2,-2.651900053E-2,2.790999971E-2,4.598802972E-2
6.990114472E0,3.849799931E-2,-3.981800005E-2,4.153100029E-2,6.922711220E-2
6.995100241E0,2.474799938E-2,-6.699500233E-2,6.877099723E-2,9.914758631E-2
7.000085848E0,5.199699849E-2,-2.612400055E-2,1.777340025E-1,1.870174508E-1
7.005071694E0,6.121699885E-2,-2.459600009E-2,1.777119935E-1,1.895627516E-1
7.010057540E0,1.980200037E-2,-2.451200038E-2,1.232279986E-1,1.271931485E-1
7.015043405E0,6.283000112E-3,-1.089099981E-2,1.096070036E-1,1.103258139E-1
7.020029252E0,3.364500031E-2,2.781999996E-3,8.236800134E-2,8.901804994E-2
7.025015098E0,4.403899983E-2,2.526999917E-3,1.504440010E-1,1.567776025E-1
7.030000867E0,1.637200080E-2,-1.116099954E-2,1.504400074E-1,1.517392703E-1
7.034986713E0,2.715999959E-3,-1.120600011E-2,1.776809990E-1,1.780547346E-1
7.039972573E0,5.721500143E-2,1.608199999E-2,6.871800125E-2,9.085345788E-2
7.044958189E0,4.070200026E-2,2.307000104E-3,8.231700212E-2,9.185893485E-2
7.049944035E0,-1.412300020E-2,-3.856400028E-2,1.231760010E-1,1.298420905E-1
7.054929857E0,-1.406699978E-2,-7.942000031E-2,5.507399887E-2,9.766556345E-2
7.059915703E0,4.043599963E-2,-3.855599836E-2,4.145399854E-2,6.957060493E-2
7.064901472E0,6.302300096E-2,-1.067399979E-2,1.095300019E-1,1.268174051E-1
7.069887409E0,8.005999960E-3,-2.422299981E-2,1.095279977E-1,1.124599130E-1
7.074873179E0,-1.921599917E-2,2.921999898E-3,1.095269993E-1,1.112382860E-1
7.079859040E0,2.162200026E-2,3.015399911E-2,1.503880024E-1,1.548977915E-1
7.084844655E0,3.293000162E-2,1.522899978E-2,1.639820039E-1,1.679476259E-1
7.089830501E0,5.456999876E-3,1.522799954E-2,1.639810055E-1,1.647769432E-1
7.094816242E0,1.905200072E-2,1.538100000E-2,1.095009968E-1,1.122052681E-1
7.099802088E0,5.311000161E-3,1.776000019E-3,4.139899835E-2,4.177604533E-2
7.104787929E0,-7.813000120E-3,1.425900031E-2,1.503549963E-1,1.512315674E-1
7.109773775E0,5.884999875E-3,-2.668100037E-2,1.367329955E-1,1.394360824E-1
7.114759621E0,-2.128300071E-2,-2.653699927E-2,6.863400340E-2,7.660159837E-2
7.119745454E0,-8.917000145E-2,-1.285799965E-2,1.415400021E-2,9.119733020E-2
7.124730992E0,-8.311899751E-2,1.340700034E-2,4.142700136E-2,9.383342607E-2
7.129716915E0,-7.619999815E-4,8.149100095E-2,1.418999955E-2,8.272073481E-2
7.134702684E0,-4.160299897E-2,6.792099774E-2,5.505099893E-2,9.682295151E-2
7.139688530E0,-8.253599703E-2,2.696599998E-2,2.457350045E-1,2.606243435E-1
7.144674372E0,-6.459700316E-2,3.780300170E-2,2.593629956E-1,2.699462970E-1
7.149660218E0,-5.038899928E-2,7.844600081E-2,1.095430031E-1,1.438488645E-1
7.154645833E0,-6.397499889E-2,5.120600015E-2,1.367830038E-1,1.594504471E-1
7.159631693E0,-1.049539968E-1,1.034099981E-2,1.640229970E-1,1.950021058E-1
7.164617540E0,-7.255300134E-2,9.606000036E-3,9.595499933E-2,1.206796385E-1
7.169603386E0,-3.110799938E-2,-4.002000205E-3,-2.662299946E-2,4.114009883E-2
7.174589146E0,-3.122200072E-2,9.622000158E-3,8.233799785E-2,8.858296736E-2
7.179574992E0,2.303400077E-2,-4.050000105E-3,2.049179971E-1,2.062482806E-1
7.184560842E0,-2.947700024E-2,-3.806000110E-3,1.095940024E-1,1.135527390E-1
7.189546688E0,-1.547699980E-2,-1.745099947E-2,1.095969975E-1,1.120516701E-1
7.194532304E0,-2.901300043E-2,-1.745799929E-2,6.350000040E-4,3.386649019E-2
7.199518159E0,-4.255999997E-2,-3.794000018E-3,-1.298400015E-2,4.465794771E-2
7.204503928E0,-1.722999965E-3,-1.638700068E-2,1.368470043E-1,1.378354276E-1
7.209489851E0,-1.532800030E-2,-4.342500120E-2,2.788599953E-2,5.383592938E-2
7.214475621E0,1.202700008E-2,-2.514000051E-3,1.096090004E-1,1.102955207E-1
7.219461467E0,6.639999896E-2,1.105699968E-2,1.913300008E-1,2.028260000E-1
7.224447082E0,-1.747000031E-3,-2.789600007E-2,1.504839957E-1,1.530577400E-1
