"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.793567550E1,-1.923299953E-2,-2.375400066E-2,1.231520027E-1,1.268880475E-1
2.794066112E1,-3.282700107E-2,-1.011800021E-2,8.229099959E-2,8.917283522E-2
2.794564719E1,-1.917899959E-2,-1.016400009E-2,6.867100298E-2,7.201977210E-2
2.795063311E1,-1.792199910E-2,-9.545999579E-3,8.230400085E-2,8.477188636E-2
2.795561896E1,-1.767900027E-2,-9.533000179E-3,8.230599761E-2,8.472132191E-2
2.796060481E1,-1.763300039E-2,1.766099967E-2,6.868500262E-2,7.307847287E-2
2.796559089E1,-1.765399985E-2,1.775100082E-2,1.095480025E-1,1.123722679E-1
2.797057683E1,-3.840999911E-3,1.661599986E-2,1.095379964E-1,1.108576446E-1
2.797556260E1,-1.737499982E-2,1.654599980E-2,5.505700037E-2,6.005775568E-2
2.798054852E1,-3.101000004E-2,1.644100063E-2,8.229800314E-2,8.947003925E-2
2.798553435E1,9.777000174E-3,1.633599959E-2,1.095359996E-1,1.111781895E-1
2.799052043E1,-3.665999975E-3,1.518999971E-2,1.095279977E-1,1.106370549E-1
2.799550625E1,-3.091200069E-2,1.522000041E-2,1.367689967E-1,1.410424002E-1
2.800049217E1,-3.741000080E-3,1.526799984E-2,1.367689967E-1,1.376694061E-1
2.800547802E1,9.897000156E-3,2.875000052E-2,9.590599686E-2,1.006105033E-1
2.801046410E1,-3.529000096E-3,1.402799971E-2,8.227799833E-2,8.353985652E-2
2.801544973E1,-1.719499938E-2,1.391899958E-2,1.231380031E-1,1.251094495E-1
2.802043580E1,-3.078999929E-2,1.390700042E-2,1.367579997E-1,1.408693692E-1
2.802542165E1,-3.071100079E-2,1.390499994E-2,1.367589980E-1,1.408528954E-1
2.803040759E1,-1.599499956E-2,1.900000061E-4,1.367650032E-1,1.376972847E-1
2.803539343E1,-2.284999937E-3,-1.348800026E-2,1.231449991E-1,1.239025350E-1
2.804037953E1,-1.587199979E-2,1.740000007E-4,1.367660016E-1,1.376840217E-1
2.804536537E1,1.130099967E-2,2.730000124E-4,1.503860056E-1,1.508102709E-1
2.805035129E1,-1.506800018E-2,2.320000058E-4,1.367720068E-1,1.375997103E-1
2.805533706E1,-2.857699990E-2,-2.706399933E-2,1.231520027E-1,1.292885175E-1
2.806032298E1,-2.835600078E-2,1.679999987E-4,1.095329970E-1,1.131440164E-1
2.806530881E1,-1.072000014E-3,-1.340700034E-2,1.231549978E-1,1.238872485E-1
2.807029496E1,-1.382900029E-2,1.889999985E-4,9.591999650E-2,9.691193270E-2
2.807528073E1,1.342699956E-2,-2.705899999E-2,8.229900151E-2,8.766755071E-2
2.808026665E1,2.698099986E-2,-1.344500016E-2,8.229900151E-2,8.764626651E-2
2.808525250E1,-2.419999946E-4,1.209999973E-4,9.591799974E-2,9.591838135E-2
2.809023835E1,-3.269999870E-4,-2.542800084E-2,8.231200278E-2,8.615077456E-2
2.809522420E1,2.688300051E-2,-1.164199971E-2,1.231739968E-1,1.266098944E-1
2.810021036E1,1.324000023E-2,-2.524800040E-2,9.593299776E-2,1.000794644E-1
2.810519613E1,2.683800086E-2,-1.167399995E-2,9.593199939E-2,1.002971040E-1
2.811018206E1,2.509300038E-2,1.844999962E-3,9.591999650E-2,9.916505645E-2
2.811516790E1,3.847299889E-2,-1.164699998E-2,1.095400006E-1,1.166826293E-1
2.812015398E1,1.118899975E-2,2.917299978E-2,1.095390022E-1,1.139080797E-1
2.812513982E1,1.121199969E-2,1.875999966E-3,1.095379964E-1,1.101262955E-1
2.813012575E1,2.313200012E-2,1.674000057E-3,1.231449991E-1,1.253099458E-1
2.813511159E1,2.289899997E-2,1.522300020E-2,1.231449991E-1,1.261776317E-1
2.814009767E1,3.643300012E-2,-2.550500073E-2,1.231449991E-1,1.309295970E-1
2.814508353E1,2.278799936E-2,-1.178199984E-2,1.231449991E-1,1.257887088E-1
2.815006937E1,-4.269000143E-3,1.649999991E-3,1.231449991E-1,1.232300194E-1
2.815505521E1,9.217999876E-3,-1.194899995E-2,1.231449991E-1,1.240662764E-1
2.816004114E1,9.149000049E-3,-1.195500046E-2,1.503839940E-1,1.511356076E-1
2.816502698E1,-4.484999925E-3,-1.201099996E-2,1.367630064E-1,1.373626561E-1
2.817001307E1,8.468000218E-3,1.409799978E-2,1.367489994E-1,1.377343438E-1
2.817499891E1,2.196699940E-2,-1.330799982E-2,1.095070019E-1,1.124785997E-1
2.817998484E1,-3.244199976E-2,2.439999953E-4,9.588599950E-2,1.012258257E-1
2.818497069E1,8.413000032E-3,1.371399965E-2,8.226399869E-2,8.382253776E-2
2.818995653E1,7.857000455E-3,2.700000005E-5,8.225999773E-2,8.263437790E-2
2.819494237E1,7.837000303E-3,-1.364499982E-2,8.225999773E-2,8.375148846E-2
2.819992844E1,-1.936900057E-2,-1.364899985E-2,8.225999773E-2,8.560467631E-2
2.820491429E1,2.148300037E-2,1.363800000E-2,8.225999773E-2,8.610587422E-2
2.820990021E1,-5.415000021E-3,-1.700000030E-5,6.864199787E-2,6.885525678E-2
2.821488602E1,-1.905599982E-2,-2.721700072E-2,5.502200127E-2,6.427532093E-2
2.821987209E1,-5.493999925E-3,1.369099971E-2,4.140099883E-2,4.395077033E-2
2.822485793E1,-1.899000071E-2,1.373799983E-2,9.588400275E-2,9.870711600E-2
2.822984378E1,-5.011999980E-3,1.282399986E-2,9.587900341E-2,9.686257487E-2
2.823482971E1,-4.989000037E-3,-1.451500040E-2,9.587799758E-2,9.709874241E-2
2.823981556E1,-5.044999998E-3,-1.004999969E-3,9.587699920E-2,9.601490002E-2
2.824480141E1,-4.970000125E-3,2.617299929E-2,9.587600082E-2,9.950846359E-2
2.824978751E1,-1.732500084E-2,-1.101000002E-3,9.588400275E-2,9.744285421E-2
2.825477343E1,-3.498000093E-3,-1.486600004E-2,9.588500112E-2,9.709360124E-2
2.825975921E1,-3.536999924E-3,-1.305000042E-3,1.095039994E-1,1.095688791E-1
2.826474513E1,-3.552000038E-3,1.226300001E-2,1.503649950E-1,1.509060290E-1
2.826973097E1,-3.402000060E-3,-1.358999987E-3,1.639869958E-1,1.640279101E-1
2.827471705E1,-3.393999999E-3,-1.356999972E-3,1.095049977E-1,1.095659857E-1
2.827970289E1,-3.402000060E-3,-1.214000047E-3,1.095070019E-1,1.095665591E-1
2.828468881E1,-3.457000013E-3,-1.152000041E-3,1.095070019E-1,1.095676112E-1
2.828967466E1,-3.288999898E-3,1.168399956E-2,1.095009968E-1,1.101716917E-1
2.829466072E1,1.043299958E-2,-1.966000069E-3,9.588100016E-2,9.646698310E-2
2.829964633E1,-3.184000030E-3,1.155399997E-2,1.095009968E-1,1.101548958E-1
2.830463239E1,-3.191000083E-3,-2.124000108E-3,1.367409974E-1,1.367947157E-1
2.830961831E1,9.758000262E-3,-2.116000047E-3,1.503559947E-1,1.506871632E-1
2.831460416E1,9.774000384E-3,-2.112000016E-3,1.094959974E-1,1.099516488E-1
2.831959001E1,-3.763000015E-3,-2.108999994E-3,8.225599676E-2,8.236902970E-2
2.832457608E1,9.805999696E-3,-2.107999986E-3,8.225499839E-2,8.286426282E-2
2.832956192E1,-1.642899960E-2,-1.461200044E-2,9.589099884E-2,9.837939949E-2
2.833454784E1,-2.719999989E-3,-8.350000135E-4,1.095129997E-1,1.095499554E-1
2.833953369E1,-2.675000113E-3,1.274999976E-2,1.367540061E-1,1.373731281E-1
2.834451954E1,1.093900017E-2,-1.449599955E-2,8.227299899E-2,8.425343964E-2
2.834950561E1,-2.548000077E-3,-1.354399975E-2,8.228199929E-2,8.342817055E-2
2.835449146E1,-2.588999923E-3,-1.345199998E-2,9.590300173E-2,9.687644174E-2
2.835947730E1,-1.622099988E-2,1.259999990E-4,1.231430024E-1,1.242068265E-1
2.836446325E1,-2.655999968E-3,-1.345099974E-2,1.367630064E-1,1.374485491E-1
2.836944910E1,-2.494999906E-3,-1.265799999E-2,9.590999782E-2,9.677384807E-2
2.837443518E1,-2.487000078E-3,9.919999866E-4,1.095310003E-1,1.095637223E-1
2.837942103E1,-2.491000108E-3,-1.267100032E-2,1.095300019E-1,1.102886243E-1
2.838440695E1,-2.450000029E-3,8.980000275E-4,9.590999782E-2,9.594548758E-2
2.838939279E1,-2.344999928E-3,8.130000206E-4,1.231499985E-1,1.231750061E-1
2.839437863E1,1.132300030E-2,-1.262299996E-2,1.095319986E-1,1.108368584E-1
2.839936474E1,1.131999958E-2,1.468100026E-2,8.229199797E-2,8.435429502E-2
2.840435059E1,2.493299916E-2,1.064999960E-3,1.095329970E-1,1.123399577E-1
2.840933645E1,1.054999977E-2,1.373799983E-2,1.231399998E-1,1.243523007E-1
2.841432237E1,1.055699959E-2,1.373200025E-2,1.231399998E-1,1.243522321E-1
2.841930822E1,-3.025999991E-3,1.059999995E-4,1.231399998E-1,1.231772197E-1
2.842429430E1,-3.078999929E-3,1.381300017E-2,9.589999914E-2,9.693858391E-2
2.842927991E1,9.913999587E-3,1.289100014E-2,1.095080003E-1,1.107089310E-1
2.843426599E1,2.341400087E-2,1.269800030E-2,1.095060036E-1,1.126987997E-1
2.843925191E1,3.701199964E-2,-1.465999987E-2,1.231250018E-1,1.294008106E-1
2.844423776E1,9.758999571E-3,-1.055000001E-3,1.367450058E-1,1.370968553E-1
2.844922384E1,-3.615000052E-3,1.172299962E-2,9.587799758E-2,9.665964704E-2
2.845420970E1,-3.509999951E-3,1.158700045E-2,1.231189966E-1,1.237128369E-1
2.845919555E1,-3.468000097E-3,-2.094999887E-3,1.231189966E-1,1.231856460E-1
2.846418147E1,2.380800061E-2,-2.055000048E-3,1.094990000E-1,1.120762014E-1
2.846916725E1,-1.594699919E-2,1.079300046E-2,1.095009968E-1,1.111812211E-1
2.847415318E1,-1.576299965E-2,1.071400009E-2,1.095009968E-1,1.111473358E-1
2.847913902E1,-2.144000027E-3,1.065700036E-2,9.588000178E-2,9.649426478E-2
2.848412509E1,-2.119000070E-3,-3.020999953E-2,9.588100016E-2,1.005499897E-1
2.848911102E1,-1.953999978E-3,-2.831700072E-2,9.589599818E-2,1.000085652E-1
2.849409686E1,-1.548899990E-2,-9.840000421E-4,8.227799833E-2,8.372900562E-2
2.849908294E1,-1.555099990E-2,-1.459500007E-2,8.227699995E-2,8.499619018E-2
2.850406857E1,-1.961000031E-3,-2.821700089E-2,1.231380031E-1,1.263448157E-1
2.850905442E1,-1.467199996E-2,1.183599979E-2,1.095170006E-1,1.111275479E-1
2.851404051E1,-1.464600023E-2,-1.558499970E-2,1.095160022E-1,1.115847314E-1
2.851902643E1,-1.466399990E-2,-2.917999960E-2,9.589599818E-2,1.013042336E-1
2.852401227E1,-1.018999959E-3,-2.922799997E-2,8.227500319E-2,8.731832851E-2
2.852899834E1,-1.004999969E-3,-1.951999962E-3,8.227600157E-2,8.230529001E-2
2.853398420E1,-1.455400046E-2,-1.949000056E-3,1.231369972E-1,1.240094255E-1
2.853897012E1,-2.814500034E-2,-1.556999981E-2,1.231369972E-1,1.272685587E-1
2.854395589E1,1.274199970E-2,-1.902000047E-3,1.095179990E-1,1.102731530E-1
2.854894202E1,-9.229999851E-4,-1.866000006E-3,9.589699656E-2,9.591959046E-2
2.855392764E1,1.267000008E-2,-1.861999976E-3,1.095179990E-1,1.102641739E-1
2.855891346E1,1.259899978E-2,-1.862999983E-3,1.095170006E-1,1.102550633E-1
2.856389954E1,-1.184999943E-3,1.175499987E-2,1.231359988E-1,1.237014893E-1
2.856888550E1,-2.665499970E-2,-1.817999990E-3,1.367689967E-1,1.393540548E-1
2.857387134E1,7.489999989E-4,1.184900012E-2,1.367709935E-1,1.372853396E-1
2.857885742E1,1.441599987E-2,1.184799988E-2,1.231499985E-1,1.245556835E-1
2.858384304E1,7.839999744E-4,-1.825000043E-3,1.095290035E-1,1.095470122E-1
2.858882919E1,3.875999898E-2,1.096099988E-2,8.226200193E-2,9.159431205E-2
2.859381503E1,2.483700030E-2,1.087199990E-2,1.367419958E-1,1.394039109E-1
2.859880088E1,2.479200065E-2,-2.666000044E-3,1.367419958E-1,1.389968499E-1
2.860378670E1,2.481799945E-2,1.100399997E-2,1.095009968E-1,1.128161753E-1
2.860877278E1,4.857699946E-2,-2.484000055E-3,8.223900199E-2,9.554657807E-2
2.861375862E1,-6.266000215E-3,-1.609499939E-2,8.223599941E-2,8.403018126E-2
2.861874454E1,-6.316000130E-3,-1.619300060E-2,9.585600346E-2,9.741908707E-2
2.862373062E1,2.095000073E-2,-1.616000012E-2,1.094769984E-1,1.126288654E-1
2.862871646E1,6.802000105E-3,-2.461000113E-3,8.223400265E-2,8.255152887E-2
2.863370207E1,3.397800028E-2,-2.988700010E-2,1.094719991E-1,1.184561348E-1
2.863868811E1,6.765999831E-3,-1.633399911E-2,1.094719991E-1,1.108904724E-1
2.864367396E1,2.037700079E-2,-2.626999980E-3,8.223199844E-2,8.475980686E-2
2.864865988E1,6.258000154E-3,-1.508800033E-2,9.585899860E-2,9.724072157E-2
2.865364572E1,-7.377999835E-3,-1.354999957E-3,1.230999976E-1,1.233283436E-1
2.865863182E1,-7.348000072E-3,-1.491999999E-2,1.231010035E-1,1.242193888E-1
2.866361766E1,-7.267000154E-3,-1.248999964E-3,1.094809994E-1,1.097290232E-1
2.866860351E1,5.882999860E-3,1.158700045E-2,1.094710007E-1,1.102395948E-1
2.867358943E1,5.772999953E-3,-2.068999922E-3,1.367119998E-1,1.368494763E-1
2.867857528E1,-7.919000462E-3,-1.560499985E-2,1.367119998E-1,1.378274192E-1
2.868356112E1,-7.895999588E-3,-1.935999957E-3,1.094719991E-1,1.097734644E-1
2.868854720E1,1.801400073E-2,-1.870000036E-3,1.094639972E-1,1.109520969E-1
2.869353305E1,-9.328000247E-3,-1.872999943E-3,1.367039979E-1,1.370346772E-1
2.869851897E1,-9.309000336E-3,-1.883000019E-3,9.584300220E-2,9.631243039E-2
2.870350482E1,-9.277000092E-3,1.172500011E-2,8.222299814E-2,8.357128563E-2
2.870849067E1,4.004000220E-3,1.089200005E-2,9.583400190E-2,9.653405411E-2
2.871347675E1,4.000000190E-3,1.084899995E-2,9.583400190E-2,9.652904600E-2
2.871846260E1,-9.591000155E-3,1.083699986E-2,1.094539985E-1,1.104065471E-1
2.872344852E1,1.772600040E-2,-2.790000057E-3,9.583500028E-2,9.750047420E-2
2.872843437E1,1.646799967E-2,-2.575000050E-3,9.582900256E-2,9.726779205E-2
2.873342022E1,1.632400043E-2,1.101399958E-2,1.230679974E-1,1.246335154E-1
2.873840630E1,-1.080899965E-2,-2.706000116E-3,1.366879940E-1,1.371414037E-1
2.874339215E1,-2.429999970E-2,-2.811999992E-3,1.366879940E-1,1.388596595E-1
2.874837799E1,-9.944999591E-3,-2.745999955E-3,1.230729967E-1,1.235046803E-1
2.875336392E1,-9.894000366E-3,-2.737999894E-3,1.366939992E-1,1.370789455E-1
2.875834999E1,-9.863999672E-3,-2.786000026E-3,1.503150016E-1,1.506640634E-1
2.876333584E1,-9.929000400E-3,1.082799956E-2,1.366930008E-1,1.374802062E-1
2.876832168E1,-2.206099965E-2,-2.615999896E-3,9.584199637E-2,9.838302409E-2
2.877330761E1,-2.183800004E-2,-2.647999907E-3,1.230840012E-1,1.250343213E-1
2.877829336E1,-8.123000152E-3,-2.699000062E-3,9.584400058E-2,9.622546534E-2
2.878327929E1,-8.134000003E-3,-2.610000083E-3,8.222500235E-2,8.266755753E-2
2.878826539E1,-7.577000186E-3,-1.525599975E-2,1.094760001E-1,1.107932807E-1
2.879325124E1,-2.106899954E-2,1.217400003E-2,1.367190033E-1,1.388675444E-1
2.879823708E1,-2.103199996E-2,1.223799959E-2,6.861799955E-2,7.280483170E-2
2.880322299E1,-2.105000056E-2,-1.490299962E-2,5.499799922E-2,6.074522072E-2
2.880820883E1,-6.994000170E-3,-1.150000026E-3,8.224300295E-2,8.254786534E-2
2.881319492E1,-6.922000088E-3,1.252000034E-2,8.224400133E-2,8.347898088E-2
2.881818076E1,-2.050900087E-2,2.613699995E-2,9.586399794E-2,1.014577152E-1
2.882316668E1,-6.814000197E-3,-1.017999952E-3,8.224400133E-2,8.253207060E-2
2.882815253E1,6.320000160E-3,-9.360000258E-4,5.500100181E-2,5.537082894E-2
2.883313838E1,-7.371999789E-3,-1.456100028E-2,9.586200118E-2,9.724141289E-2
2.883812423E1,-2.088399976E-2,1.262000017E-2,9.586200118E-2,9.891880064E-2
2.884311030E1,-2.089799941E-2,-1.015000045E-3,8.224199712E-2,8.486166800E-2
2.884809616E1,-6.777000148E-3,1.175399963E-2,9.585899860E-2,9.681441964E-2
2.885308209E1,-6.796999834E-3,1.165600028E-2,1.230989993E-1,1.238362837E-1
2.885806793E1,-2.048799954E-2,1.158700045E-2,1.230970025E-1,1.253271269E-1
2.886305401E1,-2.051600069E-2,-2.097999910E-3,1.367180049E-1,1.382646765E-1
2.886803963E1,1.897899993E-2,-1.480199955E-2,1.094750017E-1,1.120895964E-1
2.887302568E1,1.886400022E-2,-1.097999979E-3,1.230959967E-1,1.245378678E-1
2.887801152E1,5.206999835E-3,1.256700046E-2,1.367159933E-1,1.373910666E-1
2.888299746E1,-8.398000151E-3,-1.105000032E-3,1.503359973E-1,1.505744319E-1
2.888798331E1,-7.834999822E-3,1.152500045E-2,1.230909973E-1,1.238773849E-1
2.889296938E1,-2.129000053E-2,-2.247000113E-3,1.230909973E-1,1.249388121E-1
2.889795523E1,5.890999921E-3,-1.584300026E-2,1.094700024E-1,1.107672603E-1
2.890294115E1,5.809000228E-3,-2.182000084E-3,1.094700024E-1,1.096457342E-1
2.890792690E1,5.388999823E-3,1.062299963E-2,1.094610021E-1,1.101072223E-1
2.891291282E1,5.408000201E-3,-3.134000115E-3,1.094589978E-1,1.096373141E-1
2.891789890E1,3.271000087E-2,-3.155000042E-3,1.094600037E-1,1.142864410E-1
2.892288474E1,1.910700090E-2,-3.114999970E-3,1.094610021E-1,1.111597575E-1
2.892787058E1,-7.629999891E-3,-1.556400023E-2,1.094740033E-1,1.108377752E-1
2.893285651E1,6.006000098E-3,-2.907700092E-2,1.094740033E-1,1.134288386E-1
2.893784235E1,-7.600000128E-3,-1.977999927E-3,1.094740033E-1,1.097553183E-1
2.894282818E1,5.940000061E-3,-2.000000095E-3,9.585200250E-2,9.605670192E-2
2.894781403E1,5.421999842E-3,-1.892999979E-3,1.094700024E-1,1.096205407E-1
2.895280011E1,5.429999903E-3,-1.551499963E-2,1.367110014E-1,1.376956717E-1
2.895778595E1,5.396000110E-3,-1.552799996E-2,9.584899992E-2,9.724847755E-2
2.896277188E1,5.404999945E-3,-2.062000101E-3,9.584800154E-2,9.602242065E-2
2.896775772E1,5.055000074E-3,1.062399987E-2,1.230800003E-1,1.236410485E-1
2.897274380E1,5.030000117E-3,-3.093000036E-3,1.366979927E-1,1.368254682E-1
2.897772963E1,4.991999827E-3,-3.039499931E-2,1.094579995E-1,1.137094090E-1
2.898271555E1,3.224100173E-2,-1.683099940E-2,1.230769977E-1,1.283382721E-1
2.898770142E1,-8.097000420E-3,-1.571800001E-2,1.367100030E-1,1.378486194E-1
2.899268727E1,1.915800013E-2,-1.893999986E-3,1.367119998E-1,1.380608094E-1
2.899767311E1,5.547999870E-3,-1.873999950E-3,1.367119998E-1,1.368373599E-1
2.900265919E1,-8.062000386E-3,1.174699981E-2,1.230909973E-1,1.239127979E-1
2.900764503E1,1.779099926E-2,1.099700015E-2,1.230769977E-1,1.248415036E-1
2.901263096E1,1.761499979E-2,-2.994100004E-2,1.230759993E-1,1.278845312E-1
2.901761681E1,-2.325199917E-2,-2.803999931E-3,1.230740026E-1,1.252825925E-1
2.902260289E1,-9.622000158E-3,-2.861999907E-3,1.230740026E-1,1.234827277E-1
2.902758873E1,-9.065999649E-3,-2.737999894E-3,1.094579995E-1,1.098669315E-1
2.903257458E1,-9.046000428E-3,1.089600008E-2,1.094579995E-1,1.103703157E-1
2.903756049E1,-2.270000055E-2,2.456500009E-2,1.366979927E-1,1.407304887E-1
2.904254633E1,-9.069999680E-3,-1.628999971E-2,1.230790019E-1,1.244832105E-1
2.904753242E1,-8.597999811E-3,-1.519600023E-2,1.230909973E-1,1.243231179E-1
2.905251826E1,-8.585999720E-3,-1.324999961E-3,1.094729975E-1,1.098171762E-1
2.905750419E1,-4.947900027E-2,1.222100016E-2,8.223000169E-2,9.674346226E-2
2.906248995E1,-2.217900008E-2,-1.410000026E-3,9.585200250E-2,9.839462652E-2
2.906747588E1,-2.069300041E-2,-1.374999993E-3,9.586100280E-2,9.807865593E-2
2.907246170E1,-2.057700045E-2,1.224299986E-2,1.094819978E-1,1.120696740E-1
2.907744778E1,-6.837999914E-3,-1.429999946E-3,1.094830036E-1,1.097056572E-1
2.908243362E1,-6.767000072E-3,1.222600043E-2,1.094830036E-1,1.103711713E-1
2.908741954E1,-6.349999923E-3,1.145000011E-2,1.094790027E-1,1.102591358E-1
2.909240542E1,7.230000105E-3,-1.587500051E-2,9.585800022E-2,9.743225723E-2
2.909739126E1,7.147000171E-3,-2.271000063E-3,8.223699778E-2,8.257821055E-2
2.910237711E1,-2.003999986E-2,1.133999974E-2,9.585800022E-2,9.858475234E-2
2.910736317E1,-5.962000228E-3,1.058899984E-2,6.861399859E-2,6.968179940E-2
2.911234909E1,-5.948000122E-3,-1.673199981E-2,9.585399926E-2,9.748501268E-2
2.911733494E1,-6.023999769E-3,-3.031000029E-3,1.230949983E-1,1.232795771E-1
2.912232079E1,2.113199979E-2,-3.017600067E-2,1.230949983E-1,1.284894199E-1
2.912730686E1,3.238900006E-2,-2.831999911E-3,9.584099799E-2,1.012055554E-1
2.913229248E1,-8.736000396E-3,-1.649400033E-2,1.230800003E-1,1.244871729E-1
2.913727856E1,4.829999991E-3,-1.645500027E-2,1.367000043E-1,1.377715033E-1
2.914226446E1,1.841799915E-2,1.078599971E-2,1.094589978E-1,1.115205483E-1
2.914725031E1,4.366999958E-3,-1.543099992E-2,1.094639972E-1,1.106325139E-1
2.915223617E1,4.298999906E-3,-1.533100009E-2,1.503259987E-1,1.511668841E-1
2.915722225E1,1.788900048E-2,-2.875600010E-2,1.230859980E-1,1.276600438E-1
2.916220817E1,3.134499863E-2,-1.361000002E-3,1.094669998E-1,1.138744278E-1
2.916719393E1,-2.179300040E-2,-1.379000023E-3,1.367149949E-1,1.384479192E-1
2.917217977E1,-8.150000125E-3,-1.387999975E-3,1.094740033E-1,1.097857297E-1
2.917716570E1,5.408000201E-3,-2.863699943E-2,8.223299682E-2,8.724442658E-2
2.918215155E1,-8.280999959E-3,-1.502600033E-2,1.094740033E-1,1.108102570E-1
2.918713764E1,4.920999985E-3,-1.410700008E-2,1.094790027E-1,1.104937813E-1
2.919212348E1,-3.599499911E-2,-1.411799993E-2,8.223800361E-2,9.087379777E-2
2.919710941E1,-2.244199999E-2,-5.530000199E-4,1.230970025E-1,1.251272201E-1
2.920209524E1,-8.841999806E-3,-1.413800009E-2,1.094779968E-1,1.107406691E-1
2.920708132E1,4.492999986E-3,-5.050000036E-4,1.094760001E-1,1.095693236E-1
2.921206718E1,-2.278699912E-2,-5.150000216E-4,1.094760001E-1,1.118235536E-1
2.921705302E1,-5.013599992E-2,-5.259999889E-4,1.230959967E-1,1.329154602E-1
2.922203887E1,-9.344000369E-3,-6.300000241E-4,1.230939999E-1,1.234497471E-1
2.922702480E1,4.009999800E-3,-6.799999974E-4,1.367119998E-1,1.367724877E-1
2.923201064E1,-9.646000341E-3,-7.389999810E-4,1.094710007E-1,1.098976408E-1
2.923699671E1,3.914999776E-3,1.281999983E-2,1.230909973E-1,1.238187112E-1
2.924198255E1,-2.342999913E-2,-7.639999967E-4,1.230899990E-1,1.253024198E-1
2.924696848E1,-9.228999726E-3,-7.810000097E-4,1.230939999E-1,1.234419589E-1
2.925195433E1,-9.128999896E-3,-8.820000221E-4,1.367139965E-1,1.370212882E-1
2.925694018E1,4.540999886E-3,-8.970000199E-4,1.367139965E-1,1.367923322E-1
2.926192625E1,4.585999995E-3,-9.040000150E-4,1.367139965E-1,1.367938795E-1
2.926691210E1,-8.479000069E-3,1.186500024E-2,9.584899992E-2,9.695206268E-2
2.927189795E1,1.894599944E-2,1.177500002E-2,1.367110014E-1,1.385189497E-1
2.927688387E1,5.382000003E-3,2.533500083E-2,1.094689965E-1,1.124912858E-1
2.928186994E1,5.379000213E-3,3.884800151E-2,1.094689965E-1,1.162822517E-1
2.928685556E1,-7.797999773E-3,-1.963000046E-3,1.230930015E-1,1.233553777E-1
2.929184163E1,5.952000152E-3,-1.964000054E-3,1.094729975E-1,1.096522721E-1
2.929682748E1,-7.615000010E-3,-2.019000007E-3,1.094729975E-1,1.097561013E-1
2.930181340E1,-7.571000140E-3,1.154000033E-2,9.585200250E-2,9.684058051E-2
2.930679927E1,-1.979400031E-2,1.067399979E-2,9.585300088E-2,9.845574893E-2
2.931178534E1,7.623000070E-3,-3.034000052E-3,9.585499763E-2,9.620548767E-2
2.931677119E1,-5.940999836E-3,-3.093000036E-3,1.367159933E-1,1.368799655E-1
2.932175703E1,-5.942999851E-3,-3.242000006E-3,1.639550030E-1,1.640947069E-1
2.932674287E1,-1.839599945E-2,-3.122000024E-3,1.503430009E-1,1.514964607E-1
2.933172880E1,8.952000178E-3,-3.034700081E-2,1.094830036E-1,1.139631820E-1
2.933671464E1,-4.664000124E-3,-1.672600023E-2,1.231030002E-1,1.243216017E-1
2.934170072E1,-4.577000160E-3,-3.034700081E-2,9.586200118E-2,1.006549187E-1
2.934668656E1,-4.315999802E-3,-2.840000018E-2,9.588100016E-2,1.000917282E-1
2.935167248E1,9.321000427E-3,-9.180000052E-4,1.095030010E-1,1.099028252E-1
2.935665825E1,-1.792499982E-2,-8.950000047E-4,1.503639966E-1,1.514312984E-1
2.936164418E1,-4.313000012E-3,-1.441899966E-2,1.367439926E-1,1.375697242E-1
2.936663025E1,-4.122000188E-3,-1.346800011E-2,9.589199722E-2,9.692085969E-2
2.937161609E1,-1.768499985E-2,-1.341999974E-2,6.865199655E-2,7.215228509E-2
2.937660194E1,-4.067000002E-3,1.391899958E-2,5.503299832E-2,5.691142190E-2
2.938158784E1,-4.120000172E-3,3.539999889E-4,6.865300238E-2,6.877742692E-2
2.938657361E1,-1.668000035E-2,2.669999958E-4,1.231409982E-1,1.242658406E-1
2.939155978E1,-2.910000039E-3,-1.327000000E-2,1.503839940E-1,1.509963796E-1
2.939654563E1,1.086100005E-2,4.469999985E-4,8.228400350E-2,8.299890579E-2
2.940153147E1,2.458599955E-2,1.407099981E-2,9.590400010E-2,1.000002082E-1
2.940651729E1,1.029899996E-2,3.290000022E-4,8.227899671E-2,8.292171573E-2
2.941150321E1,1.027099974E-2,1.388799958E-2,9.589800239E-2,9.744124809E-2
2.941648906E1,1.025999989E-2,3.070000093E-4,9.589900076E-2,9.644677389E-2
2.942147513E1,2.387299947E-2,3.089999955E-4,1.095179990E-1,1.120901766E-1
2.942646098E1,9.521000087E-3,2.567099966E-2,1.231189966E-1,1.261266704E-1
2.943144690E1,2.311000042E-2,-1.537900046E-2,1.367380023E-1,1.395272986E-1
2.943643267E1,9.479999542E-3,-1.872999943E-3,1.231160015E-1,1.234946490E-1
2.944141858E1,9.425999597E-3,-1.835000003E-3,9.587600082E-2,9.635571715E-2
2.944640443E1,8.748999797E-3,-1.453700010E-2,1.094980016E-1,1.108047009E-1
2.945139053E1,2.238900028E-2,1.274800021E-2,1.094999984E-1,1.124901262E-1
2.945637638E1,8.856000379E-3,1.275399979E-2,1.367409974E-1,1.376197429E-1
2.946136230E1,8.856000379E-3,-9.100000025E-4,1.367399991E-1,1.370295011E-1
